科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付的各项税费,"32,339,632.40","48,033,750.86","49,855,968.15","30,423,635.58","40,494,374.80","54,408,432.09","14,911,070.77","19,453,667.21","35,868,238.60","51,198,517.74","18,796,031.38","40,728,774.41"
收到其他与筹资活动有关的现金,,,,"655,712.92","655,712.92","2,655,712.92","326,500,000.00","328,405,000.00","1,905,000.00","100,000,000.00",,"1,760,423.00"
支付其他与经营活动有关的现金,"29,445,876.43","38,012,180.30","40,170,378.14","22,594,420.46","37,189,082.83","48,799,009.29","13,879,996.71","29,367,357.71","42,912,956.53","55,331,950.47","16,215,052.03","37,722,864.37"
筹资活动现金流入小计,"7,717,084.51","25,361,192.90","12,381,240.00","14,725,712.92","14,725,712.92","18,725,712.92","331,213,000.00","332,405,000.00","333,118,000.00","431,213,000.00",,"45,758,853.00"
经营活动现金流出小计,"414,157,491.38","493,925,792.45","539,158,087.98","346,979,813.65","515,789,470.46","720,387,465.45","212,209,533.39","480,318,146.84","739,946,568.12","914,786,623.10","260,229,276.34","517,174,074.46"
偿还债务支付的现金,"19,900,000.00","19,303,491.05","13,800,000.00",,,"5,000,000.00","4,713,000.00","27,451,240.00","28,164,240.00","28,164,240.00",,
经营活动产生的现金流量净额,"58,692,105.15","39,060,299.35","100,325,836.46","38,511,743.68","83,017,122.99","78,249,001.03","33,921,212.30","27,383,995.02","204,356,471.85","127,272,621.59","45,565,109.67","39,244,847.56"
分配股利、利润或偿还利息支付的现金,"3,299,370.22","4,228,015.13","6,366,165.01","6,875,003.19","7,000,895.40","7,014,090.40","399,060.97","10,661,083.43","10,917,876.15","10,473,526.38","208,330.82","10,823,090.59"
收回投资收到的现金,"106,119.35",,,,,,,,,,,
支付其他与筹资活动有关的现金,"14,121,900.00",,"2,847,531.37","2,062,504.86","2,903,195.23","4,739,483.13","7,234,594.18","5,825,471.58","5,325,471.58","37,795,791.73","19,376,291.83","18,346,845.89"
取得投资收益收到的现金,,,,,,,,,,,,
筹资活动现金流出小计,"37,321,270.22","23,531,506.18","23,013,696.38","8,937,508.05","9,904,090.63","16,753,573.53","12,346,655.15","43,937,795.01","44,407,587.73","76,433,558.11","19,584,622.65","29,169,936.48"
处置固定资产、无形资产和其他长期资产收回的现金净额,"302,695.89","25,393.59","59,463.39",350.00,470.00,470.00,"17,875.00","13,076.92","111,689.01","244,300.02",,"98,801.19"
筹资活动产生的现金流量净额,"-29,604,185.71","1,829,686.72","-10,632,456.38","5,788,204.87","4,821,622.29","1,972,139.39","318,866,344.85","288,467,204.99","288,710,412.27","354,779,441.89","-19,584,622.65","16,588,916.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-305,761.77","-98,544.84","892,849.10","1,117,290.24","1,366,955.71","4,527,688.80","-612,916.33","-2,329,205.20","-3,932,360.77","-5,888,793.16","-1,907,674.78","-1,803,711.02"
收到其他与投资活动有关的现金,"700,000.00","5,000,000.00","6,200,000.00",,"10,000,000.00","10,600,000.00",,,,,"3,728,423.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"1,108,815.24","5,025,393.59","6,259,463.39",350.00,"10,000,470.00","10,600,470.00","17,875.00","13,076.92","111,689.01","244,300.02","3,728,423.00","98,801.19"
五、现金及现金等价物净增加额,"19,146,155.42","33,115,456.17","42,003,607.05","13,986,975.34","58,306,210.20","46,432,062.93","314,926,205.79","281,202,745.45","405,756,102.85","385,481,983.21","-1,174,131.61","1,230,453.03"
购建固定资产、无形资产和其他长期资产支付的现金,"10,545,182.49","10,498,177.01","50,384,195.23","31,430,613.45","40,899,960.79","48,917,236.29","37,266,310.03","32,332,326.28","64,490,109.51","86,925,587.13","28,975,366.85","52,898,401.22"
期初现金及现金等价物余额,"49,507,387.13","68,653,542.55","101,768,998.72","143,772,605.77","143,772,605.77","143,772,605.77","190,204,668.70","190,204,668.70","190,204,668.70","190,204,668.70","575,686,651.91","575,686,651.91"
投资支付的现金,"199,635.00","2,203,201.64",,,,,,,"19,000,000.00","4,000,000.00",,
期末现金及现金等价物余额,"68,653,542.55","101,768,998.72","143,772,605.77","157,759,581.11","202,078,815.97","190,204,668.70","505,130,874.49","471,407,414.15","595,960,771.55","575,686,651.91","574,512,520.30","576,917,104.94"
