科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
收回投资收到的现金,"570,290,000.00","538,330,000.00","1,578,570,000.00","468,590,000.00","1,109,260,000.00","1,880,110,000.00","2,818,846,000.00","830,600,000.00","1,583,540,000.00","2,131,893,318.63","2,758,170,000.00","595,932,276.73"
支付其他与筹资活动有关的现金,,,"3,000,000.00","3,656,800.00","11,815,550.00","11,815,550.00","11,815,550.00",,,,"27,381,400.00",
取得投资收益收到的现金,"6,636,414.34","4,610,109.13","6,550,966.19","1,399,058.36","3,037,379.58","7,834,176.28","12,998,453.61","6,394,141.47","10,203,168.57","14,226,138.76","19,096,080.20","2,581,049.91"
筹资活动现金流出小计,"2,770,600.00","16,781,100.00","27,650,666.67","75,820,212.48","85,585,809.71","102,209,629.16","108,534,811.45","1,546,874.99","28,898,251.91","30,421,376.91","60,664,962.72","1,614,366.65"
处置固定资产、无形资产和其他长期资产收回的现金净额,"19,908,463.04","218,028.03","131,100.00",800.00,"1,500.00","1,500.00","4,536.08",,"12,000.00","36,360.00","38,360.00","42,999.99"
筹资活动产生的现金流量净额,"12,229,400.00","3,218,900.00","73,349,333.33","431,637,020.77","427,408,477.54","467,367,184.09","462,042,001.80","-1,546,874.99","-28,898,251.91","-30,421,376.91","-52,679,882.49","69,386,809.84"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-322,892.23","-545,724.15","1,389,669.28","16,751.60","-744,581.04","-3,299,664.25","-4,173,819.23","-3,179,449.08","2,303,018.47","7,729,005.99","9,561,670.53","-1,481,814.02"
收到其他与投资活动有关的现金,"1,200,000.00","13,357,397.94",,,"195,774.48","6,597,262.71","3,000,000.00",,"1,800,000.00","1,800,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"598,034,877.38","556,515,535.10","1,585,252,066.19","469,989,858.36","1,112,494,654.06","1,894,542,938.99","2,834,848,989.69","836,994,141.47","1,595,555,168.57","2,147,955,817.39","2,777,304,440.20","598,556,326.63"
五、现金及现金等价物净增加额,"-25,073,037.36","442,227.77","36,840,627.39","494,342,590.02","90,024,668.41","63,434,980.31","68,222,817.45","44,600,380.96","94,843,399.10","3,792,399.75","-5,633,484.77","210,206,010.54"
购建固定资产、无形资产和其他长期资产支付的现金,"12,428,693.65","36,902,078.43","72,405,259.61","2,869,314.31","29,650,756.14","35,157,923.46","61,950,342.24","11,728,382.36","28,976,836.17","41,271,531.25","57,376,128.37","54,653,943.56"
期初现金及现金等价物余额,"70,401,589.79","45,328,552.43","45,770,780.20","82,611,407.59","82,611,407.59","82,611,407.59","82,611,407.59","150,834,225.04","150,834,225.04","150,834,225.04","150,834,225.04","151,200,254.57"
投资支付的现金,"529,790,000.00","535,770,000.00","1,622,340,000.00","413,920,000.00","1,441,208,000.00","2,305,559,805.00","3,229,747,126.47","767,200,000.00","1,419,791,000.00","1,955,441,000.00","2,587,570,000.00","550,373,000.00"
期末现金及现金等价物余额,"45,328,552.43","45,770,780.20","82,611,407.59","576,953,997.61","172,636,076.00","146,046,387.90","150,834,225.04","195,434,606.00","245,677,624.14","154,626,624.79","145,200,740.27","361,406,265.11"
