科目,2008-06-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
流动资产合计,"6,328,364.00","4,109,855.64","4,109,855.64","4,125,792.70","4,703,603.91","3,543,457.15","3,650,375.40","3,660,635.31","3,251,711.01","3,222,144.74","3,417,877.21"
流动负债合计,"478,516,000.17","484,130,010.40","488,743,134.26","493,595,002.92","498,911,165.83","293,783,787.12","299,150,113.53","298,766,141.52","301,749,112.94","302,083,483.93","313,674,103.20"
可供出售金融资产,,,,,,,,,,,
长期借款,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,"49,515,515.60","50,788,615.31","51,411,327.12","52,040,957.95","52,677,507.80","60,897,303.71","62,149,646.35","62,786,196.20","63,422,746.05","64,045,457.86","68,473,630.73"
固定资产,"81,214,622.76","79,569,510.69","78,815,649.66","78,045,632.98","77,300,656.04","62,331,333.11","61,995,224.35","61,827,169.97","61,556,799.89","61,388,745.51","60,212,364.86"
递延所得税负债,,,,,,,,,,,
在建工程,"10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00","10,914,484.00"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"49,515,515.60","50,788,615.31","51,411,327.12","52,040,957.95","52,677,507.80","60,897,303.71","62,149,646.35","62,786,196.20","63,422,746.05","64,045,457.86","68,473,630.73"
固定资产清理,,,,,,,,,,,
负债合计,"528,031,515.77","534,918,625.71","540,154,461.38","545,635,960.87","551,588,673.63","354,681,090.83","361,299,759.88","361,552,337.72","365,171,858.99","366,128,941.79","382,147,733.93"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00","338,464,128.00"
油气资产,,,,,,,,,,,
资本公积,"2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23","2,946,506.23"
无形资产,"527,925.24","520,660.32","517,027.86","513,395.40","509,762.94","462,540.96","462,540.96","462,540.96","462,540.96","462,540.96","462,540.96"
盈余公积,"86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70","86,848,586.70"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"-858,260,274.71","-868,916,123.09","-874,908,402.25","-881,146,563.82","-887,269,024.77","-703,330,169.25","-710,132,441.53","-710,533,111.99","-714,792,359.33","-715,936,070.63","-732,848,493.54"
长期待摊费用,,,,,,,,,,,
少数股东权益,"954,934.01","852,787.10","851,737.10","850,687.10","849,637.10","-2,358,327.29","-2,403,914.57","-2,413,616.42","-2,453,184.73","-2,464,176.88","-2,551,194.29"
递延所得税资产,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"92,657,032.00","91,004,655.01","90,247,161.52","89,473,512.38","88,724,902.98","73,708,358.07","73,372,249.31","73,204,194.93","72,933,824.85","72,765,770.47","71,589,389.82"
所有者权益(或股东权益)合计,"-429,046,119.77","-439,804,115.06","-445,797,444.22","-452,036,655.79","-458,160,166.74","-277,429,275.61","-284,277,135.17","-284,687,507.48","-288,986,323.13","-290,141,026.58","-307,140,466.90"
资产总计,"98,985,396.00","95,114,510.65","94,357,017.16","93,599,305.08","93,428,506.89","77,251,815.22","77,022,624.71","76,864,830.24","76,185,535.86","75,987,915.21","75,007,267.03"
负债和所有者(或股东权益)合计,"98,985,396.00","95,114,510.65","94,357,017.16","93,599,305.08","93,428,506.89","77,251,815.22","77,022,624.71","76,864,830.24","76,185,535.86","75,987,915.21","75,007,267.03"
