科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
工程物资,,,,,,,,,
非流动负债合计,,"540,000.00","16,780,000.00","26,780,000.00","9,547,000.00","9,547,000.00","9,547,000.00","10,047,000.00","9,147,000.00"
固定资产清理,,,,,,,,,
负债合计,"75,029,575.69","139,639,146.75","146,414,405.90","153,041,131.28","145,364,852.22","141,826,449.00","204,947,932.59","380,900,190.96","307,131,619.98"
生产性生物资产,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","135,200,000.00"
油气资产,,,,,,,,,
资本公积,"64,406,544.17","64,406,544.17","64,406,544.17","210,356,828.97","210,356,828.97","186,356,828.97","186,356,828.97","186,356,828.97","155,156,828.97"
无形资产,"33,860,762.54","52,535,251.55","50,993,651.91","50,736,003.04","50,565,646.17","50,933,200.48","50,407,238.83","85,556,500.23","83,828,350.41"
盈余公积,"4,647,854.14","7,605,953.25","11,352,111.19","11,352,111.19","11,352,111.19","12,641,291.22","15,652,462.92","15,652,462.92","15,652,462.92"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,,"120,839,559.88","122,246,472.83"
未分配利润,"38,613,712.96","66,280,456.07","98,330,147.87","110,808,696.47","116,522,174.96","112,802,044.01","132,469,360.65","148,527,490.60","145,861,126.28"
长期待摊费用,,,,,,,,,
少数股东权益,,,,,"23,970,388.22","23,705,401.53","25,750,085.78","78,999,766.08","83,463,821.86"
递延所得税资产,"4,206,281.89","3,090,532.16","2,417,953.08","2,169,280.98","2,201,534.98","2,023,298.90","1,368,708.64","1,261,346.46","1,201,235.86"
外币报表折算价差,,,,,,,,,
其他非流动资产,"1,800,000.00",,,,,,,,
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"78,089,346.87","101,646,646.65","131,872,705.88","137,414,225.95","138,258,894.90","142,666,802.17","149,155,183.07","343,065,183.76","346,818,125.26"
所有者权益(或股东权益)合计,"167,668,111.27","198,292,953.49","234,088,803.23","412,517,636.63","442,201,503.34","439,505,565.73","464,228,738.32","533,536,548.57","535,334,240.03"
资产总计,"242,697,686.96","337,932,100.24","380,503,209.13","565,558,767.91","587,566,355.56","581,332,014.73","669,176,670.91","914,436,739.53","842,465,860.01"
负债和所有者(或股东权益)合计,"242,697,686.96","337,932,100.24","380,503,209.13","565,558,767.91","587,566,355.56","581,332,014.73","669,176,670.91","914,436,739.53","842,465,860.01"
