科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付其他与经营活动有关的现金,"27,735,835.29","19,577,664.01","26,011,008.27","7,066,075.79","14,380,741.56","12,970,112.89","29,768,386.50","9,534,276.41","16,417,967.00","16,918,710.40","33,506,808.30","2,058,192.02","17,632,690.05","31,072,614.29","46,009,610.24","5,767,827.59","11,928,270.33"
筹资活动现金流入小计,,,"4,341,875.00",,,,"482,000,000.00","1,152,000.00","1,152,000.00","1,152,000.00",,"1,152,000.00","1,152,000.00","1,692,984.20",,"71,771.00","25,110,598.78"
经营活动现金流出小计,"76,341,408.92","99,351,756.19","136,578,548.34","37,587,054.16","81,332,957.63","117,233,120.26","164,639,520.12","61,455,729.08","110,667,910.25","197,494,939.05","278,102,236.67","80,957,727.81","163,711,520.90","243,417,927.11","332,167,824.00","156,068,333.79","242,089,486.32"
偿还债务支付的现金,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"83,651,449.44","117,314,225.75","96,783,862.69","20,962,099.24","28,611,967.74","57,781,047.44","103,915,975.50","-5,681,845.95","30,783,592.58","57,244,381.80","110,922,406.14","-2,356,607.41","37,153,787.33","54,446,148.94","57,263,989.56","-46,100,447.44","-12,885,642.10"
分配股利、利润或偿还利息支付的现金,"38,100,000.00","40,500,000.00","44,179,875.00",,,"36,000,000.00","36,820,125.00",,,,,,"33,119,999.01","33,053,214.37","33,119,999.01",,"23,628,896.00"
收回投资收到的现金,,,,,,,,,,,,,,,"1,000,000.00","15,000,000.00","15,250,000.00"
支付其他与筹资活动有关的现金,,,"4,341,875.00",,,,"635,000.00","5,488,000.00","5,488,000.00","5,488,000.00","4,336,000.00","1,430,301.89","1,430,301.89","1,904,501.45",,,"11,656.08"
取得投资收益收到的现金,,,,,"50,000.00","50,000.00","50,000.00",,,,"2,895,269.30","848,748.85","1,630,474.34","3,202,371.59","5,413,467.65","487,070.45","3,910,147.23"
筹资活动现金流出小计,"38,100,000.00","40,500,000.00","48,521,750.00",,,"36,000,000.00","37,455,125.00","5,488,000.00","5,488,000.00","5,488,000.00","4,336,000.00","1,430,301.89","34,550,300.90","34,957,715.82","33,119,999.01",,"23,640,552.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,160.00,192.31,,,,,,,"10,000.00","10,000.00","10,000.00",,,,,,
筹资活动产生的现金流量净额,"-38,100,000.00","-40,500,000.00","-44,179,875.00",,,"-36,000,000.00","444,544,875.00","-4,336,000.00","-4,336,000.00","-4,336,000.00","-4,336,000.00","-278,301.89","-33,398,300.90","-33,264,731.62","-33,119,999.01","71,771.00","1,470,046.70"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"1,247.25",-146.40,375.58,518.68,,115.80,499.49,921.90,,,852.32
收到其他与投资活动有关的现金,,,,,,,,,,,"356,469,440.00","140,000,000.00","230,000,000.00","445,000,000.00","800,000,000.00","90,000,000.00","300,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,160.00,192.31,,,"50,000.00","50,000.00","50,000.00",,"10,000.00","10,000.00","359,374,709.30","140,848,748.85","231,630,474.34","448,202,371.59","806,413,467.65","105,487,070.45","319,160,147.23"
五、现金及现金等价物净增加额,"1,351,356.06","63,881,194.61","43,924,161.52","20,516,401.95","25,665,134.30","16,911,757.91","540,261,942.20","-14,394,905.86","2,024,310.24","22,839,864.86","40,365,962.86","-66,801,688.67","-121,190,381.50","-226,443,445.85","11,530,158.12","-264,772,216.97","-50,273,445.88"
购建固定资产、无形资产和其他长期资产支付的现金,"44,200,253.38","12,933,223.45","7,679,826.17","445,697.29","2,996,833.44","3,919,289.53","2,750,155.55","1,226,913.51","2,433,657.92","3,079,035.62","3,025,712.58","1,015,644.02","2,576,841.76","3,936,156.66","3,135,300.08","1,230,610.98","2,018,850.03"
期初现金及现金等价物余额,"74,350,473.57","75,701,829.63","139,583,024.24","183,507,185.76","183,507,185.76","183,507,185.76","183,507,185.76","723,769,127.96","723,769,127.96","723,769,127.96","723,769,127.96","764,135,090.82","764,135,090.82","764,135,090.82","764,135,090.82","775,665,248.94","775,665,248.94"
投资支付的现金,,,"1,000,000.00",,,"1,000,000.00","5,500,000.00","3,150,000.00","22,000,000.00","27,000,000.00","36,100,000.00","4,000,000.00","4,000,000.00","6,892,000.00","10,892,000.00","8,000,000.00","11,000,000.00"
期末现金及现金等价物余额,"75,701,829.63","139,583,024.24","183,507,185.76","204,023,587.71","209,172,320.06","200,418,943.67","723,769,127.96","709,374,222.10","725,793,438.20","746,608,992.82","764,135,090.82","697,333,402.15","642,944,709.32","537,691,644.97","775,665,248.94","510,893,031.97","725,391,803.06"
