科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
资产减值损失,"1,336,306.60","904,672.96","1,036,180.36","510,172.65","-201,599.15","-201,599.15","190,526.19","14,143.07","1,041,040.60","369,452.67","356,375.66","103,028.15","2,316,256.90","1,468,552.35","1,441,099.15","703,576.82","942,785.54","1,190,328.24","1,101,383.98","820,403.37"
减:所得税,"7,697,103.20","8,425,714.37","4,434,799.03","2,203,242.37","4,463,606.26","7,458,143.66","10,094,751.36","2,273,810.49","5,423,349.41","8,364,318.34","10,793,740.67","2,272,979.70","6,433,246.24","9,866,710.94","11,657,791.75","3,869,000.06","9,046,995.70","14,911,564.11","16,485,438.35","4,909,458.42"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"752,339.33","812,025.92","1,484,748.07","1,484,748.07","2,680,054.26","2,258,661.70","265,922.77","265,922.77","265,922.77","44,843.85","1,863,918.52","3,361,980.04","4,834,881.34","1,075,003.35"
四、净利润,"45,988,125.09","47,649,230.89","31,821,221.39","11,460,223.67","28,496,039.63","42,755,032.38","57,489,603.80","12,884,926.09","31,667,838.78","46,754,927.98","64,586,098.60","13,615,907.29","35,329,233.50","55,012,217.48","73,606,124.10","21,331,765.76","52,391,701.26","85,326,182.21","105,746,340.26","28,913,522.49"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"45,988,125.09","47,649,230.89","31,821,221.39","11,460,223.67","28,496,039.63","42,755,032.38","57,489,603.80","12,884,926.09","31,733,422.54","46,878,080.35","64,889,733.63","13,698,096.86","35,615,415.70","55,301,094.37","74,163,122.55","21,439,845.75","52,294,343.71","85,082,753.09","105,619,742.60","29,068,372.93"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,"-65,583.76","-123,152.37","-303,635.03","-82,189.57","-286,182.20","-288,876.89","-556,998.45","-108,079.99","97,357.55","243,429.12","126,597.66","-154,850.44"
