科目,2012年度,2013年度,2014年度,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"264,901,369.00","379,100,079.00","381,746,138.00","252,000,000.00",,"513,000,000.00","697,700,000.00","717,700,000.00","717,700,000.00","737,700,000.00",,,"28,504,700.00","29,004,700.00",,,,,"78,000,000.00"
经营活动现金流出小计,"1,305,339,049.00","1,600,903,573.00","1,663,147,638.00","846,324,986.00",,"1,702,598,168.00","409,496,162.00","741,413,728.00","1,098,148,835.00","1,528,345,931.00","396,845,148.00","783,180,116.00","1,212,325,780.00","1,639,358,669.00","552,704,981.00","1,032,293,473.00","1,543,765,915.00","1,972,598,887.00","565,151,273.00"
偿还债务支付的现金,"178,354,499.00","285,567,932.00","449,835,763.00","276,870,281.00",,"517,949,281.00","109,312,419.00","279,912,833.00","279,912,833.00","349,912,833.00",,,,,,,,,
经营活动产生的现金流量净额,"62,894,009.00","109,031,164.00","236,261,249.00","56,013,424.00","64,323,000.00","144,651,223.00","19,033,433.00","91,194,146.00","160,276,995.00","212,441,247.00","71,434,007.00","177,602,133.00","195,876,801.00","270,090,208.00","40,172,791.00","189,594,075.00","245,682,055.00","303,741,425.00","27,647,349.00"
分配股利、利润或偿还利息支付的现金,"89,174,589.00","45,430,665.00","42,864,939.00","40,609,274.00",,"47,728,581.00","2,196,971.00","74,988,468.00","75,544,302.00","76,499,054.00",,"98,000,000.00","98,000,000.00","98,875,000.00","225,030.00","68,829,071.00","72,014,271.00","71,392,071.00","210,274.00"
收回投资收到的现金,,,"49,000,000.00","135,000,000.00",,"348,000,000.00","130,000,000.00","440,000,000.00","727,000,000.00","1,318,000,000.00","90,000,000.00","414,000,000.00","815,000,000.00","1,440,000,000.00","669,000,000.00","1,032,000,000.00","1,238,000,000.00","1,655,000,000.00","272,000,000.00"
支付其他与筹资活动有关的现金,"5,171,501.00","2,347,359.00","889,385.00","188,679.00",,"1,803,217.00","488,645.00","6,753,132.00","7,276,873.00","8,221,832.00",,,,"5,651,911.00","363,906.00","530,755.00","2,362,476.00","1,940,037.00","100,252,818.00"
取得投资收益收到的现金,,"1,068,311.00","1,815,830.00","332,842.00",,"1,311,453.00","261,000.00","972,973.00","3,344,970.00","7,026,511.00","156,778.00","3,087,215.00","6,796,740.00","11,409,453.00","4,394,076.00","6,630,137.00","9,770,427.00","13,984,417.00","1,342,351.00"
筹资活动现金流出小计,"272,700,589.00","333,345,956.00","493,590,087.00","317,668,234.00",,"567,481,079.00","111,998,035.00","361,654,433.00","362,734,008.00","434,633,719.00",,"98,000,000.00","98,000,000.00","104,526,911.00","588,936.00","69,359,826.00","74,376,747.00","73,332,108.00","100,463,092.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"28,288.00","1,177,553.00","488,333.00","204,611.00",,"247,121.00",,"66,795.00","84,591.00","286,233.00","15,300.00","34,060.00","45,968.00","234,813.00","184,389.00","196,089.00","357,690.00","669,788.00","23,276.00"
筹资活动产生的现金流量净额,"-7,799,220.00","45,754,123.00","-111,843,949.00","-65,668,234.00","-32,411,000.00","-54,481,079.00","585,701,965.00","356,045,567.00","354,965,992.00","303,066,281.00",,"-98,000,000.00","-69,495,300.00","-75,522,211.00","-588,936.00","-69,359,826.00","-74,376,747.00","-73,332,108.00","-22,463,092.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-32,378.00","-33,775.00","-17,582.00","20,949.00",,"14,207.00","5,382.00","5,705.00","6,496.00","3,730.00",877.00,"4,344.00","5,264.00","204,567.00","-41,587.00","8,620.00","54,372.00","-267,971.00","-32,319.00"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"359,900.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"28,288.00","2,245,864.00","51,304,163.00","135,537,453.00",,"349,558,574.00","130,261,000.00","441,039,768.00","730,429,561.00","1,325,312,744.00","90,172,078.00","417,121,275.00","821,842,708.00","1,451,644,266.00","673,578,465.00","1,038,826,226.00","1,248,488,017.00","1,669,654,205.00","273,365,627.00"
五、现金及现金等价物净增加额,"-4,726,135.00","25,523,545.00","60,304,697.00","-44,014,623.00","-23,934,500.00","-17,590,559.00","637,207,208.00","115,617,757.00","129,212,395.00","113,823,786.00","-1,015,031.00","-84,618,366.00","-66,673,198.00","57,865,831.00","-83,208,969.00","-38,000,197.00","-155,836,278.00","124,409,571.00","-52,271,953.00"
购建固定资产、无形资产和其他长期资产支付的现金,"52,316,834.00","82,465,797.00","85,399,184.00","16,918,215.00",,"69,333,484.00","2,794,572.00","14,667,429.00","63,466,649.00","159,000,216.00","61,722,693.00","76,598,069.00","103,360,665.00","130,467,302.00","21,658,846.00","42,798,436.00","64,233,975.00","97,935,978.00","29,789,518.00"
期初现金及现金等价物余额,"123,454,656.00","118,728,521.00","144,252,066.00","204,556,763.00",,"204,556,763.00","186,966,204.00","186,966,204.00","186,966,204.00","186,966,204.00","300,789,990.00","300,789,990.00","300,789,990.00","300,789,990.00","358,655,821.00","358,655,821.00","358,655,821.00","358,655,821.00","485,118,354.00"
投资支付的现金,,"49,000,000.00","30,000,000.00","153,000,000.00",,"388,000,000.00","95,000,000.00","758,000,000.00","1,053,000,000.00","1,568,000,000.00","100,899,300.00","504,748,049.00","911,542,006.00","1,514,434,180.00","774,670,856.00","1,154,270,856.00","1,511,450,000.00","1,346,600,000.00","301,000,000.00"
期末现金及现金等价物余额,"118,728,521.00","144,252,066.00","204,556,763.00","160,542,140.00",,"186,966,204.00","824,173,412.00","302,583,961.00","316,178,599.00","300,789,990.00","299,774,959.00","216,171,624.00","234,116,792.00","358,655,821.00","275,446,852.00","320,655,624.00","202,819,543.00","483,065,392.00","432,846,401.00"
