科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付其他与经营活动有关的现金,"48,834,374.48","63,445,064.30","88,672,981.52","45,907,505.46","66,233,817.06","97,435,274.10","15,465,201.50","39,306,859.38","66,395,812.75","97,577,372.10","26,413,949.65"
筹资活动现金流入小计,"52,300,000.00","50,000,000.00","80,000,000.00","106,000,000.00","106,000,000.00","893,558,874.00","190,009,386.46","190,009,386.46","190,009,395.01","189,730,106.46",
经营活动现金流出小计,"432,517,548.44","532,938,604.59","659,762,945.32","446,491,895.63","671,022,347.14","856,192,274.05","238,737,135.33","477,871,698.80","732,522,188.83","1,044,441,816.15","342,940,812.53"
偿还债务支付的现金,"51,000,000.00","42,080,000.00","69,920,000.00","70,000,000.00","100,000,000.00","130,000,000.00","186,000,000.00","186,000,000.00","186,000,000.00","186,000,000.00",
经营活动产生的现金流量净额,"105,917,363.05","127,045,751.70","256,994,132.50","92,134,802.04","247,358,380.35","278,355,646.13","154,282,829.44","151,590,560.89","246,192,999.32","196,400,310.25","139,266,423.94"
分配股利、利润或偿还利息支付的现金,"6,853,903.12","14,583,797.39","22,593,561.71","3,163,855.85","33,908,491.83","35,399,091.84","1,275,652.06","59,406,777.01","59,406,777.01","59,146,428.56",
收回投资收到的现金,,,,,,,,,,,
支付其他与筹资活动有关的现金,"4,625,000.00","770,000.00","705,000.00","35,754,296.00","36,302,674.00","46,083,084.00",,,,"9,704,064.00","1,483,757.18"
取得投资收益收到的现金,,,"2,786,520.41","194,178.10","298,632.86","357,083.51",,,"160,931.58","160,931.58",
筹资活动现金流出小计,"62,478,903.12","57,433,797.39","93,218,561.71","108,918,151.85","170,211,165.83","211,482,175.84","187,275,652.06","245,406,777.01","245,406,777.01","254,850,492.56","1,483,757.18"
处置固定资产、无形资产和其他长期资产收回的现金净额,"440,945.52","190,914.40","29,341.73","90,356.32","129,223.83","141,096.50",,,,"979,850.05",
筹资活动产生的现金流量净额,"-10,178,903.12","-7,433,797.39","-13,218,561.71","-2,918,151.85","-64,211,165.83","682,076,698.16","2,733,734.40","-55,397,390.55","-55,397,382.00","-65,120,386.10","-1,483,757.18"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,592,013.39","-521,351.00","13,866,710.37","2,119,172.62","5,287,400.30","25,009,805.67","-11,397.90","-14,849,322.55","-32,360,013.64","-49,394,433.15","-23,861,121.63"
收到其他与投资活动有关的现金,"16,773,370.20","17,958,190.10","13,503,500.00","34,961,300.00","40,168,800.00","42,040,904.36",,,,"5,840,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"17,214,315.72","18,149,104.50","16,319,362.14","35,245,834.42","40,596,656.69","42,539,084.37",,,"160,931.58","6,980,781.63",
五、现金及现金等价物净增加额,"15,039,312.10","61,495,648.62","117,075,396.29","21,865,160.63","-4,574,396.26","785,872,383.84","120,581,850.66","-17,077,232.99","-50,843,267.26","-218,395,230.92","15,128,563.49"
购建固定资产、无形资产和其他长期资产支付的现金,"91,728,950.16","67,494,059.19","123,224,947.01","100,600,196.60","169,304,263.41","236,368,653.37","36,423,315.28","98,421,080.78","209,439,802.52","303,401,503.55","98,792,981.64"
期初现金及现金等价物余额,"66,703,290.00","81,742,602.10","143,238,250.72","260,313,647.01","260,313,647.01","260,313,647.01","1,046,186,030.85","1,046,186,030.85","1,046,186,030.85","1,046,186,030.85","827,790,799.93"
投资支付的现金,,"7,200,000.00",,,,,,,,,
期末现金及现金等价物余额,"81,742,602.10","143,238,250.72","260,313,647.01","282,178,807.64","255,739,250.75","1,046,186,030.85","1,166,767,881.51","1,029,108,797.86","995,342,763.59","827,790,799.93","842,919,363.42"
