科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动产生的现金流量净额,"30,670,108.65","108,407,319.35","31,569,862.72","46,423,973.43","2,768,100.00","5,614,183.84","-13,093,796.71","-44,454,808.76","-49,177,160.73","79,296,308.31","-41,293,608.42","13,873,355.65"
分配股利、利润或偿还利息支付的现金,"26,605,950.15","31,158,987.99","23,898,152.08","30,124,816.45",,"36,790,223.83","3,811,071.69","27,698,996.37","31,057,172.49","41,595,051.66","5,268,931.08","31,902,158.89"
收回投资收到的现金,,,,,,,,"10,000,000.00","240,000,000.00","270,000,000.00","80,000,000.00","180,000,000.00"
支付其他与筹资活动有关的现金,,"4,000,000.00","14,703,088.00","7,239,971.74",,"19,852,697.27","12,213,022.28","19,200,315.83","23,108,752.06","25,015,052.96","282,179.70","570,630.06"
取得投资收益收到的现金,,,,,,,,"76,027.40","1,170,287.68","1,270,506.86","680,054.80","1,564,191.78"
筹资活动现金流出小计,"409,371,974.78","434,173,036.28","229,024,687.88","163,964,788.19",,"343,342,921.10","31,024,093.97","191,599,312.20","262,865,924.55","360,310,104.62","150,551,110.78","354,172,789.95"
处置固定资产、无形资产和其他长期资产收回的现金净额,"246,617.64","1,197,874.70","348,872.80","59,829.05",,"1,108,083.55",,"12,119.65","25,636.44","181,506.44","3,202.28","6,347.92"
筹资活动产生的现金流量净额,"-6,331,429.98","-69,461,165.16","9,615,990.12","23,113,611.81","51,028,700.00","215,388,678.90","38,975,906.03","142,200,687.80","238,134,075.45","207,481,925.38","85,516,489.22","152,894,810.05"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,584,865.83","554,532.06","3,055,469.65","1,341,209.27",,"4,632,863.91","-143,205.67","-606,572.75","-1,750,721.90","-2,357,085.43","-1,258,101.27","321,194.73"
收到其他与投资活动有关的现金,"2,000,000.00","1,735,054.93",,,,,,,,,"1,213,430.00","1,278,780.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"2,246,617.64","2,932,929.63","348,872.80","59,829.05",,"1,108,083.55",,"10,088,147.05","241,195,924.12","271,452,013.30","81,896,687.08","182,849,319.70"
五、现金及现金等价物净增加额,"-21,347,761.51","-10,695,421.06","8,458,907.57","35,554,652.96",,"154,735,994.36","30,050.68","-75,104,287.74","-20,911,601.15","-118,261,924.13","-12,548,233.06","79,668,903.01"
购建固定资产、无形资产和其他长期资产支付的现金,"44,348,191.99","53,129,036.94","36,131,287.72","35,383,970.60",,"72,007,815.84","25,708,852.97","102,205,257.31","208,925,923.32","323,556,227.50","63,409,699.67","146,269,777.12"
期初现金及现金等价物余额,"85,470,787.14","64,123,025.63","53,427,604.57","61,886,512.14",,"61,886,512.14","216,622,506.50","216,622,506.50","216,622,506.50","216,622,506.50","98,360,582.37","98,360,582.37"
投资支付的现金,,,,,,,,"80,000,000.00","240,000,000.00","350,000,000.00","74,000,000.00","124,000,000.00"
期末现金及现金等价物余额,"64,123,025.63","53,427,604.57","61,886,512.14","97,441,165.10",,"216,622,506.50","216,652,557.18","141,518,218.76","195,710,905.35","98,360,582.37","85,812,349.31","178,029,485.38"
