科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流出小计,"35,000,000.00","21,000,000.00","18,000,000.00","46,545,266.69",,"54,000,000.00","-46,164.55","56,198,474.00","56,198,474.00","56,200,000.00",,"320,000.00","74,641,181.28","76,698,407.51",
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00","2,875.00","1,305,712.89","819,990.21",,400.00,,"62,500.00","62,500.00","62,500.00",,,"17,241.38","22,413.79",133.50
筹资活动产生的现金流量净额,"-35,000,000.00","-21,000,000.00","-17,200,000.00","-46,545,266.69","-46,545,266.68","-54,000,000.00","284,053,744.57","227,809,106.02","227,809,106.02","259,839,762.02",,"-320,000.00","-74,641,181.28","-76,698,407.51",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"150,034.94","-194,118.61","-23,024.22","17,181.31",,"-610,734.04",,"-397,846.31","-518,406.41","-586,364.64","-474,898.21",-981.43,"-337,444.37","188,001.56","40,957.00"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"110,192.67",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"20,000.00","2,875.00","1,305,712.89","819,990.21",,400.00,,"62,500.00","62,500.00","62,500.00",,,"127,434.05","366,358.97","102,120,681.44"
五、现金及现金等价物净增加额,"-39,757,673.46","-1,671,765.40","28,198,188.90","-24,764,780.46","-52,169,685.34","-49,334,899.25","250,993,470.29","231,214,077.76","226,833,257.66","290,665,652.38","-3,733,575.34","16,251,478.19","-26,193,812.98","-158,243,871.48","101,761,036.69"
购建固定资产、无形资产和其他长期资产支付的现金,"40,352,309.38","22,886,418.23","20,047,727.63","11,287,593.42",,"33,915,179.39","10,329,551.31","21,850,809.83","32,826,197.75","52,652,836.78","20,939,867.51","39,081,846.99","53,527,671.40","78,924,643.21","18,787,269.30"
期初现金及现金等价物余额,"120,929,811.08","81,172,137.62","79,500,372.22","107,698,561.12",,"107,698,561.12","58,363,661.87","58,363,661.87","58,363,661.87","58,363,661.87","349,029,314.25","349,029,314.25","349,029,314.25","349,029,314.25","190,785,442.77"
投资支付的现金,,,,,,,,,,,,,,"130,000,000.00",
期末现金及现金等价物余额,"81,172,137.62","79,500,372.22","107,698,561.12","82,933,780.66",,"58,363,661.87","309,357,132.16","289,577,739.63","285,196,919.53","349,029,314.25","345,295,738.91","365,280,792.44","322,835,501.27","190,785,442.77","292,546,479.46"
