科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"13,611,575.00","12,693,478.87","12,693,478.87","12,862,724.15",,"236,365,454.01","590,407,163.16","817,822,649.23","315,591,555.90"
取得投资收益收到的现金,,,,,,,,,,,,
筹资活动现金流出小计,"323,762,942.84","334,509,534.91","340,922,913.79","103,642,130.62","343,655,564.93","346,721,664.29","379,936,854.12","33,243,289.37","448,214,333.38","805,745,509.83","1,286,456,199.85","364,231,482.97"
处置固定资产、无形资产和其他长期资产收回的现金净额,"714,889.66","179,855.56","839,817.09",,,,"15,000.00","2,700.00","502,700.00","521,700.00","824,085.24",
筹资活动产生的现金流量净额,"-31,262,942.84","44,090,465.09","21,989,031.38","484,656,369.38","334,642,935.07","331,576,835.71","361,846,045.88","191,756,710.63","290,785,666.62","190,451,445.08","332,719,005.32","-75,231,182.97"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,,0.18,,,,,,,,,"1,203.01",
收到其他与投资活动有关的现金,,"800,000.00","37,270,000.00",,,,"8,417,992.50",,"11,460,000.00","11,460,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"714,889.66","979,855.56","38,109,817.09",,,,"8,432,992.50","2,700.00","11,962,700.00","11,981,700.00","824,085.24",
五、现金及现金等价物净增加额,"16,553,046.05","31,326,694.23","27,457,188.66","461,314,863.03","184,186,808.71","131,132,234.66","41,703,536.46","256,137,655.91","569,343,969.21","393,384,842.48","461,086,739.99","-143,603,889.78"
购建固定资产、无形资产和其他长期资产支付的现金,"10,868,246.38","97,660,203.05","141,541,683.22","15,864,957.65","121,998,560.73","208,275,533.91","356,856,343.99","98,834,116.14","179,968,576.84","256,307,969.55","363,847,724.14","117,433,373.77"
期初现金及现金等价物余额,"8,226,041.50","24,779,087.55","56,105,781.78","83,562,970.44","83,562,970.44","83,562,970.44","83,562,970.44","125,266,506.90","125,266,506.90","125,266,506.90","125,266,506.90","586,353,246.89"
投资支付的现金,,,,,,,,,,,,
期末现金及现金等价物余额,"24,779,087.55","56,105,781.78","83,562,970.44","544,877,833.47","267,749,779.15","214,695,205.10","125,266,506.90","381,404,162.81","694,610,476.11","518,651,349.38","586,353,246.89","442,749,357.11"
