科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付其他与经营活动有关的现金,"86,540,641.68","108,826,263.94","103,206,898.61","63,180,702.26",,"146,273,172.18","34,704,376.35","1,213,791,327.00","1,565,632,278.73","421,307,806.71","1,208,249,178.65"
筹资活动现金流入小计,"41,331,878.57","8,000,000.00","10,000,000.00","4,041,532.00",,"4,041,532.00","855,418,164.74","856,120,000.00","856,120,000.00","856,120,000.00","1,670,000.00"
经营活动现金流出小计,"1,272,284,090.84","1,418,410,545.26","1,576,970,341.06","746,425,782.13",,"1,725,565,416.23","425,984,015.01","2,028,212,480.52","2,745,066,015.64","2,259,565,298.89","1,665,213,702.79"
偿还债务支付的现金,"44,745,097.73","11,895,065.57","8,000,000.00","2,000,000.00",,"10,000,000.00",,,,,"7,000,000.00"
经营活动产生的现金流量净额,"277,335,702.27","251,984,948.82","353,579,337.91","-47,129,096.99","-50,291,300.00","363,618,375.31","-181,896,962.84","-1,212,054,385.17","-1,485,528,039.62","266,449,697.12","-1,396,808,902.58"
分配股利、利润或偿还利息支付的现金,"2,158,914.13","1,327,514.71","22,599,297.54","39,026,098.49",,"143,247,114.74","55,361.78","30,238,944.32","30,340,105.99","30,440,168.07","43,383.11"
收回投资收到的现金,"856,700,000.00","849,000,000.00","961,730,000.00","316,000,000.00",,"735,500,000.00","129,000,000.00","170,000,000.00","319,000,000.00","619,430,000.00","167,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"12,254,451.15","15,022,300.00","15,022,300.00","15,022,300.00",
取得投资收益收到的现金,"6,604,204.45","8,741,102.69","10,429,284.75","2,450,432.90",,"9,824,224.21","592,883.20","1,596,063.37","3,357,174.77","11,905,121.50","2,049,469.48"
筹资活动现金流出小计,"46,904,011.86","13,222,580.28","30,599,297.54","41,026,098.49",,"153,247,114.74","12,309,812.93","45,261,244.32","45,362,405.99","45,462,468.07","7,043,383.11"
处置固定资产、无形资产和其他长期资产收回的现金净额,"223,599.46","23,120.61","68,140.33","7,811.04",,"9,575.00",400.00,"33,956.98","13,810.00","37,589.82","1,900.00"
筹资活动产生的现金流量净额,"-5,572,133.29","-5,222,580.28","-20,599,297.54","-36,984,566.49",,"-149,205,582.74","843,108,351.81","810,858,755.68","810,757,594.01","810,657,531.93","-5,373,383.11"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"1,342,736.52","1,951,279.58","2,800,184.03","2,133,873.03",,"3,799,362.17",,"1,911,409.10","-40,803.07","4,543,018.14","-36,751.44"
收到其他与投资活动有关的现金,"22,275,500.00","25,117,200.00","30,750,000.00","1,521,400.00",,"21,286,300.00",,"160,000.00","2,370,000.00","5,353,200.00","3,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"885,803,303.91","882,881,423.30","1,002,977,425.08","319,979,643.94",,"766,620,099.21","129,593,283.20","171,790,020.35","324,740,984.77","636,725,911.32","172,051,369.48"
五、现金及现金等价物净增加额,"271,880,763.97","235,186,033.48","271,864,385.80","-207,223,567.27",,"129,965,659.15","557,597,960.36","-609,842,952.33","-956,625,318.47","899,589,116.25","-1,427,237,281.67"
购建固定资产、无形资产和其他长期资产支付的现金,"20,538,342.76","26,687,712.63","78,717,405.20","24,158,781.48",,"64,090,153.27","1,695,534.44","3,210,407.67","6,175,642.43","8,791,560.52","885,329.05"
期初现金及现金等价物余额,"1,017,400,542.70","1,289,281,306.67","1,524,467,340.15","1,796,331,725.95",,"1,796,331,725.95","1,926,297,385.10","1,926,297,385.10","1,926,297,385.10","1,926,297,385.10","2,825,886,501.35"
投资支付的现金,"856,700,000.00","852,000,000.00","961,730,000.00","384,000,000.00",,"745,500,000.00","231,500,000.00","373,480,000.00","587,430,000.00","785,410,000.00","195,000,000.00"
期末现金及现金等价物余额,"1,289,281,306.67","1,524,467,340.15","1,796,331,725.95","1,589,108,158.68",,"1,926,297,385.10","2,483,895,345.46","1,316,454,432.77","969,672,066.63","2,825,886,501.35","1,398,649,219.68"
