科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"67,437.60","-102,652.85","326,034.00","526,135.21","865,094.79","-349,647.43","-2,145,457.07","-6,904,278.75","-9,392,151.99","-3,133,285.39","-5,131,198.67","-12,359,397.68","-13,916,839.77","-3,999,264.06","-4,838,045.95","-8,731,599.80","-9,813,258.81","-3,653,616.53","-5,610,396.07","-7,148,385.64","-10,206,415.90","-1,679,502.97","-2,644,264.89","-3,144,223.70","10,909,718.64","8,320,970.77","19,682,955.35","27,094,536.93","36,494,660.94","11,070,925.07","22,469,224.28","-3,583,562.13","17,873,825.66","25,066,927.70","37,665,952.66","47,145,656.19","86,808,111.03","34,832,356.23"
三、利润总额,"10,261,317.96","13,324,415.58","24,284,397.01","47,877,809.08","53,741,032.19","1,015,945.06","12,938,629.81","75,801,454.21","86,839,604.16","1,347,105.36","13,277,325.71","73,283,074.06","89,293,088.43","1,421,132.70","18,258,273.60","86,506,627.71","113,966,510.69","1,588,377.70","19,125,982.07","92,131,148.98","128,658,050.15","1,414,720.33","20,694,107.32","96,914,798.10","348,988,177.35","-596,750.63","20,214,091.83","122,575,822.47","290,975,533.76","1,273,484.68","103,237,883.69","290,275,879.12","476,491,569.02","60,809,134.29","215,537,725.78","373,230,199.46","345,418,491.18","-50,850,034.27"
资产减值损失,"455,018.43","1,221,481.98","99,310.32","2,694,341.55","1,252,702.26","-739,660.51","272,429.73","6,526,327.86","6,714,905.28","-1,398,372.70","-913,027.80","5,665,101.65","5,150,886.29","-3,047,556.85","-4,625,314.41","1,084,142.13","1,820,413.62","-2,488,654.28","-3,130,564.30","9,137,637.81","12,098,117.96","-3,265,412.44","-3,504,534.64","7,571,518.83","20,456,780.16","-1,332,877.18","-2,149,516.90","11,592,114.53","37,531,216.35","-10,453,653.66","-5,877,951.35","16,213,080.18","64,399,996.16","-6,195,641.78","7,512,385.82","20,074,238.87","113,860,498.70","-19,268,225.59"
减:所得税,"35,221.13","-10,035.86","605,960.78","2,343,709.69","2,074,700.59","258,165.36","2,607,350.52","15,175,066.43","7,642,785.83","371,622.80","1,470,447.08","8,466,481.64","9,232,745.76","339,774.54","4,262,700.15","9,578,402.13","12,207,247.55","378,427.34","2,999,373.87","11,150,031.85","16,611,743.38","237,006.25","3,686,923.78","12,126,996.25","48,568,378.27","-2,113,977.55","3,460,052.41","17,966,860.61","45,891,640.68","2,043,855.02","15,601,665.19","40,425,938.50","83,221,047.38","11,636,957.89","30,856,154.42","53,613,032.37","57,373,475.97","1,404,570.53"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-60,978.83","82,097.32","204,161.67","-31,714.34","-86,357.57","-1,632.10","-88,562.63","-91,167.97","-38,313.62",,,,,,,,,,,,,,,,"1,918,125.19","372,547.95","-395,631.39","49,998.17","811,516.05","-974,400.07","-843,835.46","-1,188,100.74","-2,459,719.65",,"-2,979,507.65","-4,107,365.03","1,058,991.30","-1,314,437.40"
四、净利润,"10,226,096.83","13,334,451.44","23,678,436.23","45,534,099.39","51,666,331.60","757,779.70","10,331,279.29","60,626,387.78","79,196,818.33","975,482.56","11,806,878.63","64,816,592.42","80,060,342.67","1,081,358.16","13,995,573.45","76,928,225.58","101,759,263.14","1,209,950.36","16,126,608.20","80,981,117.13","112,046,306.77","1,177,714.08","17,007,183.54","84,787,801.85","300,419,799.08","1,517,226.92","16,754,039.42","104,608,961.86","245,083,893.08","-770,370.34","87,636,218.50","249,849,940.62","393,270,521.64","49,172,176.40","184,681,571.36","319,617,167.09","288,045,015.21","-52,254,604.80"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"811,516.05","-974,400.07","-843,835.46",,"-2,459,719.65",,"-2,979,507.65","-4,107,365.03","-7,665,007.43",
归属于母公司所有者的净利润,"10,226,096.83","13,334,451.44","23,678,436.23","45,534,099.39","51,666,331.60","757,779.70","10,331,279.29","60,626,387.78","79,196,818.33","975,482.56","11,806,878.63","64,816,592.42","80,060,342.67","1,081,358.16","13,995,573.45","76,928,225.58","101,759,263.14","1,209,950.36","16,126,608.20","80,981,117.13","112,170,193.01","1,285,167.39","16,961,862.36","85,517,551.31","300,754,807.68","1,499,590.29","18,209,059.89","107,217,378.13","250,937,333.58","672,421.91","91,436,979.90","256,680,343.70","405,436,037.46","50,350,005.11","188,495,156.08","324,911,270.91","297,286,467.10","-50,242,426.12"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,"-123,886.24","-107,453.31","45,321.18","-729,749.46","-335,008.60","17,636.63","-1,455,020.47","-2,608,416.27","-5,853,440.50","-1,442,792.25","-3,800,761.40","-6,830,403.08","-12,165,515.82","-1,177,828.71","-3,813,584.72","-5,294,103.82","-9,241,451.89","-2,012,178.68"
