科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
分配股利、利润或偿还利息支付的现金,"28,914,963.37","74,673,654.52","12,880,629.20","5,254,583.63","7,687,294.08","9,990,053.81","1,937,409.72","3,421,484.72","25,122,019.74","26,582,760.40","1,489,952.11"
收回投资收到的现金,,,,,,,,,"30,000,000.00","90,000,000.00",
支付其他与筹资活动有关的现金,"189,788,218.52","11,660,000.00",,,,,,,,"14,512,000.00",
取得投资收益收到的现金,,"33,541.20",,,,,,,,"684,493.15",
筹资活动现金流出小计,"403,415,382.89","277,733,654.52","201,680,629.20","194,054,583.63","200,487,294.08","212,790,053.81","205,437,409.72","206,921,484.72","228,622,019.74","264,594,760.40","44,989,952.11"
处置固定资产、无形资产和其他长期资产收回的现金净额,"74,535.04","48,000.00",,"24,680.00","24,680.00","24,680.00",,,,,
筹资活动产生的现金流量净额,"2,222,835.63","-22,089,078.52","12,119,370.80","-5,554,583.63","-7,987,294.08","-20,290,053.81","73,952,590.28","72,468,515.28","50,767,980.26","53,130,093.83","26,510,047.89"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,257.44,"4,188.98",,,,,,,"19,397.31","19,397.31",
收到其他与投资活动有关的现金,"1,478,000.00",,,,,,,,"254,958.90",,"30,173,260.27"
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"1,552,535.04","81,541.20",,"24,680.00","24,680.00","24,680.00",,,"30,254,958.90","90,684,493.15","30,173,260.27"
五、现金及现金等价物净增加额,"28,529,961.38","-12,367,488.48","66,913,806.71","-35,414,929.05","-37,424,946.83","23,337,376.09","15,604,872.79","9,963,160.01","-36,657,059.15","30,936,796.82","-113,285,464.75"
购建固定资产、无形资产和其他长期资产支付的现金,"32,488,801.63","32,853,327.18","15,583,500.62","9,859,712.87","13,396,568.15","17,938,304.01","4,174,586.14","5,077,548.37","5,345,910.00","10,326,582.88","29,883,533.82"
期初现金及现金等价物余额,"29,333,426.68","57,863,388.06","45,495,899.58","112,409,706.29","112,409,706.29","112,409,706.29","135,747,082.38","135,747,082.38","135,747,082.38","135,747,082.38","166,683,879.20"
投资支付的现金,,,"15,200,000.00",,,,,,,"90,000,000.00",
期末现金及现金等价物余额,"57,863,388.06","45,495,899.58","112,409,706.29","76,994,777.24","74,984,759.46","135,747,082.38","151,351,955.17","145,710,242.39","99,090,023.23","166,683,879.20","53,398,414.45"
