科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
资产减值损失,"1,322,295.62","1,286,389.70","1,805,336.18",,"451,374.17",,"1,003,610.08","494,835.57","897,281.73","911,355.14","2,621,094.40","-146,483.64","-92,671.84","-522,564.29","10,473,966.82","3,558,441.92","6,998,643.24","5,810,563.60","3,934,430.48","1,549,177.37"
减:所得税,"9,689,990.50","11,199,601.12","9,501,287.06",,"3,212,452.39",,"10,561,372.05","315,127.89","2,387,301.79","2,751,944.54","8,145,721.95","-1,082,934.66","608,698.17","-102,894.49","-185,272.19","984,332.25","1,532,648.95","1,190,239.38","1,731,682.36","107,742.61"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,"120,233.60","773,140.17","1,382,755.06","414,990.96","415,759.17","415,759.17","365,245.60",,"-187,051.28","2,269,581.45","4,634,067.75","-476,557.59"
四、净利润,"27,783,678.19","32,585,533.19","27,851,001.23","1,439,900.00","9,267,689.97","10,895,800.00","30,802,071.97","571,522.49","6,692,474.91","9,041,730.83","35,384,452.45","-3,118,856.81","315,295.35","-7,485,201.93","-13,200,025.40","1,648,759.75","2,852,472.67","2,307,594.14","4,720,563.91","1,560,477.14"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,768.21,768.21,"-49,745.35",,"-187,051.28","-99,066.78","-613,799.92","-476,557.59"
归属于母公司所有者的净利润,"27,783,678.19","32,585,533.19","27,851,001.23","1,439,900.00","9,267,689.97","10,895,800.00","30,802,071.97","571,522.49","6,723,656.02","9,078,873.92","35,371,623.45","-2,957,786.08","464,986.33","-7,192,230.30","-12,908,729.94","1,533,206.20","2,568,398.19","2,055,730.13","5,028,665.04","1,032,739.86"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,"-31,181.11","-37,143.09","12,829.00","-161,070.73","-149,690.98","-292,971.63","-291,295.46","115,553.55","284,074.48","251,864.01","-308,101.13","527,737.28"
