科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流出小计,"1,144,746,982.48","2,969,493,761.76","6,827,960,671.23","1,233,401,548.74","5,093,528,809.98","7,584,417,900.48","9,652,008,267.20","554,797,016.85","6,889,879,731.79","9,651,769,325.28","11,486,994,382.67","2,467,653,678.58","4,875,683,423.06","5,745,433,549.66","7,673,248,046.03","460,847,944.46","8,077,761,906.51","9,750,401,893.75","13,210,962,891.16","3,121,013,613.31"
支付保单红利的现金,,,,,,,,,,,,,,,,,,,,
筹资活动产生的现金流量净额,"5,135,253,017.52","410,506,238.24","1,221,693,728.77","6,140,368,451.26","19,280,241,190.02","16,889,352,099.52","14,221,761,732.80","2,245,202,983.15","-1,389,879,731.79","5,024,584,940.22","3,882,286,068.73","535,346,321.42","509,203,369.39","998,973,242.79","3,778,278,777.87","1,229,412,514.74","1,830,326,807.41","4,571,872,698.25","1,316,286,915.55","1,734,576,526.08"
支付给职工以及为职工支付的现金,"404,350,687.61","447,388,488.14","568,555,574.49","308,534,800.06","499,176,750.19","704,731,589.38","1,088,577,356.15","234,719,829.24","825,812,629.52","1,073,657,468.18","1,391,402,482.77","271,788,181.75","693,869,648.29","1,094,706,558.02","1,411,398,141.31","263,189,825.44","518,453,169.64","1,071,807,798.02","1,391,954,750.00","274,412,511.86"
四、汇率变动对现金的影响,-366.77,"-240,552.86","33,475.76","27,489.41","-8,802.76","373,062.29","600,220.96","-2,323,429.29","2,990,955.51","3,723,306.31","18,269,953.72","1,240,734.42","-10,015,043.39","-17,620,936.82","-51,468,197.34","-30,598,469.58","8,657,134.87","45,353,702.24","12,286,373.12","-31,981,508.83"
支付的各项税费,"161,997,293.33","295,875,911.68","437,469,194.67","175,007,944.73","579,304,524.04","853,348,991.24","1,041,861,388.99","138,739,592.59","419,925,785.98","608,149,875.62","686,443,677.45","91,720,886.85","273,467,974.89","369,650,977.14","494,222,234.08","54,886,636.34","235,344,638.69","298,720,280.95","326,496,307.53","112,808,161.98"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"1,491,251,880.07","3,710,501,506.62","7,431,772,487.58","7,426,641,567.95","18,591,653,327.24","9,771,244,532.08","11,633,794,700.88","7,360,071,445.40","7,390,094,203.49","6,386,153,071.16","4,695,916,533.90","2,574,878,572.79","4,503,900,426.53","5,511,299,689.26","5,229,424,530.76","496,045,256.20","6,913,663,547.74","9,397,306,220.94","3,723,301,639.67","4,706,731,722.98"
五、现金及现金等价物净增加额,"680,824,225.64","-1,883,022,443.21","8,627,143,179.51","6,454,831,122.36","20,387,881,045.82","8,534,115,032.52","4,283,924,103.48","-417,190,309.83","82,709,391.39","3,205,876,280.28","-2,188,078,470.02","535,233,529.66","1,800,089,838.99","-3,882,834,139.24","-5,191,730,505.25","3,040,975,821.03","2,007,438,167.66","-100,688,587.17","-70,243,899.66","7,469,141,998.79"
经营活动现金流出小计,"2,333,774,298.39","4,934,263,061.41","9,050,952,292.19","8,239,104,824.47","20,441,255,123.54","12,644,259,019.79","15,564,713,691.49","7,993,863,849.66","9,368,591,703.26","15,500,354,184.95","20,413,909,030.80","3,154,699,854.02","6,002,887,532.90","10,468,947,173.51","14,164,229,037.89","2,759,165,876.37","8,930,284,099.37","13,608,663,257.56","10,492,873,708.07","7,444,989,361.13"
期初现金及现金等价物余额,"6,938,494,812.38","7,619,319,038.02","5,736,296,594.81","14,363,439,774.32","14,363,439,774.32","14,363,439,774.32","14,363,439,774.32","18,661,037,792.45","18,661,037,792.45","18,661,037,792.45","18,661,038,118.47","16,949,896,648.45","16,472,959,648.45","16,472,959,648.45","16,472,959,648.45","11,281,229,143.20","11,281,229,143.20","11,281,229,143.20","11,281,229,143.20","11,211,114,943.54"
经营活动产生的现金流量净额,"156,092,189.70","-2,650,209,872.63","9,281,567,370.66","877,282,056.93","4,838,475,659.69","618,213,333.09","1,305,037,720.27","-2,582,969,883.05","2,234,102,539.32","-3,330,973,530.37","-8,663,652,176.42","1,578,712,454.28","-2,228,093,694.88","-2,349,670,191.59","-3,480,684,060.61","5,582,740,932.03","-353,193,504.95","-3,664,575,626.27","-959,262,374.86","9,168,872,007.25"
期末现金及现金等价物余额,"7,619,319,038.02","5,736,296,594.81","14,363,439,774.32","20,818,270,896.68","34,751,320,820.14","22,897,554,806.84","18,647,363,877.80","18,243,847,482.62","18,743,747,183.84","21,866,914,072.73","16,472,959,648.45","17,485,130,178.11","18,273,049,487.44","12,590,125,509.21","11,281,229,143.20","14,322,204,964.23","13,288,667,310.86","11,180,540,556.03","11,210,985,243.54","18,680,256,942.33"
二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
