科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付其他与经营活动有关的现金,"38,552,027.36","35,455,951.09","34,728,726.85","21,503,430.34","30,202,517.75","49,186,579.54","24,924,680.79","35,756,950.98","43,073,776.64","61,110,402.31","29,334,300.86"
筹资活动现金流入小计,"173,300,000.00","183,000,000.00","286,033,784.62","81,300,000.00","101,300,000.00","380,955,800.00","20,000,000.00","64,500,000.00","127,738,000.00","191,500,000.00","112,173,600.00"
经营活动现金流出小计,"270,526,295.42","366,272,146.75","322,981,430.46","165,991,360.05","247,992,382.09","383,076,419.69","161,719,358.92","263,506,465.39","425,426,036.64","489,474,916.13","177,177,191.36"
偿还债务支付的现金,"169,940,000.00","149,140,000.00","201,773,784.62","23,000,000.00","69,000,000.00","204,440,000.00","32,700,000.00","52,700,000.00","72,700,000.00","144,840,000.00","20,000,000.00"
经营活动产生的现金流量净额,"78,549,364.10","62,077,125.56","78,573,752.83","21,745,401.47","46,434,009.67","83,425,672.63","-56,841,858.98","15,588,442.99","18,580,811.03","45,815,433.73","-46,109,059.63"
分配股利、利润或偿还利息支付的现金,"23,563,164.44","21,271,699.62","22,889,876.28","14,755,099.26","17,679,059.94","20,321,111.07","1,576,148.60","14,434,849.00","16,087,631.50","19,139,204.94","2,016,868.99"
收回投资收到的现金,,,,"5,050,000.00","5,050,000.00","5,050,000.00","55,000,000.00","55,000,000.00","55,000,000.00","10,000,000.00",
支付其他与筹资活动有关的现金,,"17,439,310.52","55,328,070.53","54,292,820.01","54,292,820.01","70,967,848.05","1,180,000.00","48,052,500.00","56,147,500.00","41,750,000.00","469,440.00"
取得投资收益收到的现金,,,,"3,039.86","3,039.86","3,039.86","136,273.96","136,273.96","136,273.96","164,633.79","28,359.83"
筹资活动现金流出小计,"193,503,164.44","187,851,010.14","279,991,731.43","92,047,919.27","140,971,879.95","295,728,959.12","35,456,148.60","115,187,349.00","144,935,131.50","205,729,204.94","22,486,308.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"98,735.04","413,667.35",,"301,765.20","306,865.20","470,227.93","124,780.00","124,780.00","124,780.00","685,788.19","1,860.00"
筹资活动产生的现金流量净额,"-20,203,164.44","-4,851,010.14","6,042,053.19","-10,747,919.27","-39,671,879.95","85,226,840.88","-15,456,148.60","-50,687,349.00","-17,197,131.50","-14,229,204.94","89,687,291.01"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"-811,414.29","12,113.31","1,078,803.99","411,318.40","107,568.93","1,254,672.35","-16,117.47","-108,991.43","-931,641.40","-2,698,286.06","-273,480.02"
收到其他与投资活动有关的现金,"1,881,493.30","4,882,730.00","6,141,339.62","240,610.58","240,610.58","1,942,173.83",,"1,014,480.00","2,014,480.00","2,985,655.79","1,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"1,980,228.34","5,296,397.35","6,141,339.62","5,595,415.64","5,600,515.64","7,465,441.62","55,261,053.96","56,275,533.96","57,275,533.96","13,836,077.77","1,030,219.83"
五、现金及现金等价物净增加额,"17,176,827.76","-3,148,211.76","-8,862,552.54","-6,790,424.30","-25,277,513.87","111,982,752.65","-114,671,471.06","-101,231,484.91","-126,449,575.84","-113,798,389.62","-16,590,274.35"
购建固定资产、无形资产和其他长期资产支付的现金,"42,338,185.95","65,682,837.84","90,648,502.17","23,794,640.54","37,747,728.16","55,389,874.83","52,618,399.97","77,299,121.43","121,177,147.93","156,522,410.12","55,425,245.54"
期初现金及现金等价物余额,"46,573,943.66","63,750,771.42","60,602,559.66","51,740,007.12","51,740,007.12","51,740,007.12","163,722,759.77","163,722,759.77","163,722,759.77","163,722,759.77","50,498,364.23"
投资支付的现金,,,"5,050,000.00",,,"10,000,000.00","45,000,000.00","45,000,000.00","63,000,000.00",,"5,500,000.00"
期末现金及现金等价物余额,"63,750,771.42","60,602,559.66","51,740,007.12","44,949,582.82","26,462,493.25","163,722,759.77","49,051,288.71","62,491,274.86","37,273,183.93","49,924,370.15","33,908,089.88"
