科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流入小计,"298,000,000.00","540,000,000.00","922,780,000.00","300,000,000.00","610,000,000.00",,"1,754,350,000.00","200,000,000.00","760,000,000.00","1,097,581,765.00","1,369,331,765.00","562,857,100.00","648,557,100.00","1,176,557,100.00"
经营活动现金流出小计,"1,827,380,224.33","2,074,664,808.63","2,772,884,167.53","920,312,555.88","1,614,193,602.14",,"3,149,538,940.49","1,014,723,354.44","1,909,955,594.98","2,815,212,118.13","3,248,709,831.62","1,154,408,279.90","1,801,280,857.94","2,840,644,998.66"
偿还债务支付的现金,"121,880,000.00","399,820,000.00","770,387,129.67","260,121,451.75","510,247,476.17",,"1,020,462,805.01","230,000,000.00","480,000,000.00","850,000,000.00","1,176,311,712.28","150,096,702.05","261,710,601.25","740,734,808.28"
经营活动产生的现金流量净额,"80,682,165.96","7,930,907.39","-117,361,846.48","-75,214,577.13","-228,475,908.47","-299,020,300.00","-143,141,046.86","-291,316,791.85","-586,547,938.28","-657,409,083.77","-523,297,636.30","-173,373,538.88","-187,306,069.59","-70,916,365.55"
分配股利、利润或偿还利息支付的现金,"12,942,062.35","28,391,854.63","43,494,954.80","11,088,976.82","22,775,595.25",,"48,680,281.98","12,298,847.17","35,791,477.52","46,545,544.25","60,073,272.13","12,867,069.47","27,457,470.40","54,947,262.55"
收回投资收到的现金,,,,,,,,,,,,,,"46,367,321.92"
支付其他与筹资活动有关的现金,,"1,400,000.00","800,000.00",,"400,000.00",,"4,500,933.75","6,041,000.00","6,041,000.00","6,041,000.00","6,516,566.25",,,
取得投资收益收到的现金,,,,,,,,,,,,,,
筹资活动现金流出小计,"134,822,062.35","429,611,854.63","814,682,084.47","271,210,428.57","533,423,071.42",,"1,073,644,020.74","248,339,847.17","521,832,477.52","902,586,544.25","1,242,901,550.66","162,963,771.52","289,168,071.65","795,682,070.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"36,868.76",,,,,,,"81,900.00","181,900.00","280,000.00","494,271.84","574,271.84"
筹资活动产生的现金流量净额,"163,177,937.65","110,388,145.37","108,097,915.53","28,789,571.43","76,576,928.58","182,662,800.00","680,705,979.26","-48,339,847.17","238,167,522.48","194,995,220.75","126,430,214.34","399,893,328.48","359,389,028.35","380,875,029.17"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,"-1,330.00","24,036.55",,"-5,304.22","7,670.70"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"464,892.15",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,
投资活动现金流入小计,,,"36,868.76",,,,,,,"81,900.00","181,900.00","280,000.00","959,163.99","46,941,593.76"
五、现金及现金等价物净增加额,"211,429,832.48","113,461,107.30","-15,502,088.69","-48,601,611.87","-155,244,535.44","-121,238,000.00","532,593,297.35","-340,691,540.06","-352,896,780.73","-513,271,769.96","-501,102,579.48","202,343,275.91","91,650,447.79","243,107,459.78"
购建固定资产、无形资产和其他长期资产支付的现金,"32,430,271.13","4,857,945.46","6,275,026.50","2,176,606.17","3,345,555.55",,"4,971,635.05","1,034,901.04","4,516,364.93","5,897,382.49","10,398,404.54","249,413.69","2,679,270.74","19,313,043.96"
期初现金及现金等价物余额,"301,330,103.20","512,759,935.68","626,221,042.98","610,718,954.29","610,718,954.29",,"610,718,954.29","1,143,312,251.64","1,143,312,251.64","1,143,312,251.64","1,143,312,251.64","642,209,672.16","642,209,672.16","642,209,672.16"
投资支付的现金,,,,,,,,,,"45,041,094.45","94,042,689.53","24,207,100.00","78,707,100.00","85,431,864.15"
期末现金及现金等价物余额,"512,759,935.68","626,221,042.98","610,718,954.29","562,117,342.42","455,474,418.85",,"1,143,312,251.64","802,620,711.58","790,415,470.91","630,040,481.68","642,209,672.16","844,552,948.07","733,860,119.95","885,317,131.94"
