科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付其他与经营活动有关的现金,"43,725,727.89","66,982,026.95","48,837,372.00","28,052,812.08","34,699,678.24","50,844,249.80","29,106,312.72","23,600,825.47","43,438,098.53","53,191,461.90","18,362,420.52","35,998,384.38"
筹资活动现金流入小计,,,,,"190,750,000.00","190,750,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,
经营活动现金流出小计,"229,849,702.67","221,405,250.31","246,900,796.57","115,037,573.58","176,588,782.92","228,199,142.32","85,087,468.34","157,513,100.07","252,135,736.97","382,313,222.38","110,930,870.70","226,505,318.35"
偿还债务支付的现金,,,,,,,"2,100,000.00","13,600,000.00","13,600,000.00","13,600,000.00",,
经营活动产生的现金流量净额,"30,339,025.13","32,037,726.47","33,621,823.76","21,334,602.63","34,700,294.77","46,243,363.63","-3,942,429.99","11,440,568.87","11,221,465.32","11,590,792.20","1,044,029.61","10,975,387.59"
分配股利、利润或偿还利息支付的现金,,"7,500,000.00","30,000,000.00","7,500,000.00","7,500,000.00","7,500,000.00","41,547.34","20,088,370.27","20,088,370.27","20,088,370.27",,"9,406,790.20"
收回投资收到的现金,,,,,,"70,000,000.00","172,000,000.00","287,000,000.00","567,000,000.00","725,000,000.00","25,000,000.00","48,000,000.00"
支付其他与筹资活动有关的现金,"1,450,000.00","2,050,000.00","283,018.87","518,867.93","6,728,156.51","6,032,722.81",,,,,,
取得投资收益收到的现金,,,,,,"56,125.62","813,002.75","1,363,668.91","2,376,779.54","2,786,807.97","302,294.52","296,607.65"
筹资活动现金流出小计,"1,450,000.00","9,550,000.00","30,283,018.87","8,018,867.93","14,228,156.51","13,532,722.81","2,141,547.34","33,688,370.27","33,688,370.27","33,688,370.27",,"9,406,790.20"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,411.76","51,282.05","36,771.85",520.00,"63,520.00","65,554.95",,,"8,000.00","10,000.00",,
筹资活动产生的现金流量净额,"-1,450,000.00","-9,550,000.00","-30,283,018.87","-8,018,867.93","176,521,843.49","177,217,277.19","-2,141,547.34","-32,688,370.27","-32,688,370.27","-32,688,370.27",,"-9,406,790.20"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,633,878.56","-288,987.01","6,832,315.42","1,467,240.45","1,560,963.31","4,090,031.73","-376,032.46","10,908.66","-640,004.03","-1,031,573.29","-1,524,101.96","-957,477.31"
收到其他与投资活动有关的现金,,"163,445.00","632,514.71","18,489,102.40","18,516,616.46","17,879,374.66",,"1,535,309.16","9,209,655.84","6,818,350.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"4,411.76","214,727.05","669,286.56","18,489,622.40","18,580,136.46","88,001,055.23","172,813,002.75","289,898,978.07","578,594,435.38","734,615,157.97","25,302,294.52","48,296,607.65"
五、现金及现金等价物净增加额,"7,864,311.24","10,578,342.92","-15,471,025.09","10,367,269.19","206,040,423.71","79,464,141.91","-46,139,746.18","-89,629,728.89","-71,354,027.85","-35,690,790.60","-54,454,375.83","-69,953,510.82"
购建固定资产、无形资产和其他长期资产支付的现金,"19,395,247.09","8,566,593.26","8,350,685.87","22,905,328.36","25,322,814.32","31,519,343.71","6,898,409.00","15,879,134.08","35,428,874.11","46,246,221.07","15,794,494.00","26,379,134.55"
期初现金及现金等价物余额,"49,362,903.75","57,227,214.99","67,805,557.91","52,334,532.82","52,334,532.82","52,334,532.82","131,798,674.73","131,798,674.73","131,798,674.73","131,798,674.73","96,107,884.13","96,107,884.13"
投资支付的现金,,,,,,"200,000,000.00","117,000,000.00","259,000,000.00","509,000,000.00","632,000,000.00","63,482,104.00","92,482,104.00"
期末现金及现金等价物余额,"57,227,214.99","67,805,557.91","52,334,532.82","62,701,802.01","258,374,956.53","131,798,674.73","85,658,928.55","42,168,945.84","60,444,646.88","96,107,884.13","41,653,508.30","26,154,373.31"
