科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"3,992,466.63","535,005.32","-1,280,855.98",,"1,514,931.82","2,210,296.60","2,556,535.53","-1,426,176.28","-2,807,123.55","-3,981,296.95","-4,582,301.33","-457,716.12","-978,270.55","-1,813,776.05","-4,283,015.79","-4,978,323.99","-7,614,870.38","-9,045,913.64","-10,391,176.38","-3,360,867.48"
三、利润总额,"288,479,175.78","334,493,561.28","351,870,277.04","73,975,000.00","186,809,155.31","322,608,304.02","447,363,749.32","106,708,574.46","243,063,561.48","419,248,727.23","559,568,305.46","90,230,926.06","233,049,796.18","458,909,404.59","658,238,769.69","138,718,725.70","337,733,158.65","596,077,955.18","824,444,162.44","154,610,859.29"
资产减值损失,"553,032.50","221,086.90","1,072,513.12",,"1,196,528.55","3,470,604.31","2,489,489.93","-315,449.89","555,937.77","3,936,627.68","3,206,454.05","-165,319.31","1,130,549.98","5,119,492.33","4,915,296.06","-707,918.45","1,718,220.03","7,361,162.99","10,350,929.43","-428,702.67"
减:所得税,"73,320,614.11","79,889,214.56","78,915,783.28",,"42,037,286.67","73,160,679.90","100,408,683.04","23,989,116.58","53,800,993.69","94,113,010.13","124,023,143.01","18,953,372.35","49,906,781.15","100,923,134.43","144,957,914.69","30,658,488.93","74,844,641.76","133,315,298.40","182,293,785.30","33,463,155.80"
加:公允价值变动净收益,,,,,,,,,,,,"-4,988,740.00",,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,"996,220.56","3,385,503.26","-3,948,025.55","-3,931,264.52","-2,067,374.11","2,440,754.78","10,530,888.93","21,246,761.08","30,463,439.01","7,766,290.41"
四、净利润,"215,158,561.67","254,604,346.72","272,954,493.76","57,275,400.00","144,771,868.64","249,447,624.12","346,955,066.28","82,719,457.88","189,262,567.79","325,135,717.10","435,545,162.45","71,277,553.71","183,143,015.03","357,986,270.16","513,280,855.00","108,060,236.77","262,888,516.89","462,762,656.78","642,150,377.14","121,147,703.49"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"215,158,561.67","254,604,346.72","272,954,493.76","57,275,400.00","144,771,868.64","249,447,624.12","346,955,066.28","82,719,457.88","189,262,567.79","325,135,717.10","435,545,162.45","71,277,553.71","183,143,015.03","357,986,270.16","513,280,855.00","108,060,236.77","262,888,516.89","462,762,656.78","642,150,377.14","121,147,703.49"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,
