科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
手续费及佣金支出2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
业务及管理费,"328,833,507.00","362,647,055.00","639,645,714.00","303,863,369.00","462,805,048.00","837,472,578.00","216,853,077.00","379,436,053.00","561,611,583.00","789,461,441.00","170,419,538.00","371,866,723.00","608,475,829.00","808,606,896.00","205,432,473.00","416,450,365.00","608,194,038.00","900,524,088.00","239,904,723.00","498,740,135.00","768,594,958.00","1,049,317,288.00","277,199,572.00","649,071,748.00","926,523,581.00","1,462,703,666.00","239,242,771.00","547,580,532.00","864,906,998.00","1,289,073,393.00","323,211,012.00","690,631,350.00","1,002,264,905.00","1,447,771,855.00","274,489,125.00","655,949,735.00"
其中：代理买卖证券业务净收入,"1,011,095,150.00","622,833,834.00","1,175,246,455.00","390,299,051.00","573,418,031.00","867,847,048.00","189,888,661.00","348,131,701.00","470,520,971.00","555,599,195.00","102,500,387.00","201,931,963.00","284,559,097.00","367,760,935.00","128,970,265.00","235,026,570.00","378,300,084.00","602,179,929.00","154,877,191.00","275,666,651.00","499,211,887.00","865,372,243.00","397,021,281.00","333,382,345.00","1,543,639,740.00","1,854,366,135.00","177,819,760.00","376,209,945.00","497,462,674.00","631,585,246.00","129,081,678.00","242,222,779.00","381,494,521.00","476,210,667.00","99,206,753.00","208,969,547.00"
减：摊回分保费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
证券承销业务净收入,,,,,"95,327,780.00","239,150,867.00","6,068,000.00","33,668,000.00","48,083,000.00","155,812,863.00","27,681,247.00","29,159,216.00","113,654,559.00","131,265,779.00","73,718,597.00","110,564,605.00","113,464,625.00","228,278,829.00","43,930,775.00","156,859,207.00",,"298,380,065.00","46,118,900.00","2,439,241.00","429,419,726.00","708,071,244.00","121,770,700.00","295,204,972.00","457,139,683.00","744,931,631.00","159,302,407.00","292,674,962.00","413,152,619.00","565,205,894.00","36,727,523.00","97,217,098.00"
资产减值损失,"18,008,524.00","-25,005.00","-18,052,855.00","-286,438.00","-286,578.00","-286,579.00",,,,,,,"5,616,000.00","8,108,584.00",,"946,304.00","946,304.00","5,761,119.00",,"260,965.00","260,965.00","4,549,105.00",,,,"3,831,746.00","-93,152.00","12,727,420.00","12,070,196.00","13,500,749.00","88,297,686.00","119,216,967.00","128,169,039.00","163,619,446.00","-683,650.00","56,522,113.00"
委托客户管理资产业务净收入,,,,,"3,115,886.00","5,918,817.00","1,110,558.00","2,454,864.00","5,036,562.00","7,192,530.00","2,060,365.00","3,330,995.00","4,714,379.00","6,216,444.00","1,472,314.00","3,590,730.00","5,421,640.00","7,230,022.00","2,713,862.00","5,723,314.00","4,255,728.00","6,514,076.00","2,469,663.00","7,686,848.00","20,451,787.00","45,282,408.00","20,632,600.00","23,675,029.00","28,468,297.00","37,692,812.00","9,393,258.00","21,228,443.00","32,147,495.00","55,816,016.00","26,365,409.00","45,955,103.00"
其他业务成本,"41,800.00","595,333.00","868,065.00","717,002.00","1,390,467.00",,,,,,,,,,,,,,,,,"3,128,313.00","5,978,100.00","8,752,842.00","54,415,142.00","137,801,212.00","23,348,386.00","28,593,420.00","162,792,186.00","282,391,441.00","203,403,868.00","913,144,087.00","1,677,754,062.00","2,127,336,719.00","941,176,411.00","2,127,152,212.00"
已赚保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、营业利润,"1,313,252,726.00","378,031,823.00","812,859,417.00","263,739,630.00","409,231,971.00","582,159,027.00","43,485,766.00","140,546,679.00","170,593,297.00","261,285,975.00","71,239,916.00","98,980,451.00","126,202,530.00","185,439,784.00","97,015,748.00","128,925,923.00","225,430,257.00","338,415,519.00","173,270,907.00","326,462,215.00","509,459,549.00","792,511,073.00","637,837,824.00","1,627,582,442.00","1,689,881,296.00","1,997,022,440.00","84,610,065.00","297,521,319.00","500,634,169.00","698,844,936.00","219,350,121.00","363,738,424.00","574,720,926.00","629,996,796.00","109,892,143.00","132,070,663.00"
保险业务收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：分保费收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业外收入,"14,205,822.00","7,823,275.00","21,875,424.00","1,437,881.00","2,046,594.00","8,674,429.00","22,294.00","780,293.00","1,949,728.00","12,016,493.00",,"2,375,286.00","2,795,287.00","7,038,051.00","896,106.00","969,227.00","6,507,183.00","11,052,753.00","238,079.00","508,590.00","723,693.00","10,196,523.00","21,610.00","2,496,487.00","2,869,382.00","11,896,460.00","361,901.00","416,892.00","1,891,786.00","17,170,012.00","543,928.00","941,933.00","1,326,997.00","1,163,387.00","246,432.00","121,003.00"
减：分出保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：营业外支出,"15,340,629.00","21,680,106.00","-8,848,951.00","332,648.00","427,854.00","797,637.00","5,183.00","71,483.00","93,242.00","684,111.00","58,807.00","126,828.00","635,806.00","798,652.00","748,577.00","970,950.00","1,953,101.00","2,179,674.00","1,586,528.00","2,718,878.00","4,106,968.00","4,541,753.00","18,052.00","100,715.00","634,166.00","4,934,698.00","1,012,261.00","50,161.00","6,147,743.00","8,362,992.00","140,660.00","1,260,680.00","2,307,026.00","3,457,693.00","208,224.00","2,295,679.00"
提取未到期责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"449,120,766.00","182,050,387.00","65,401,460.00","34,735,668.00","111,027,919.00","152,370,553.00","-4,835,622.00","-8,352,707.00","-20,799,851.00","-14,466,572.00","530,798.00","41,965,553.00","68,748,922.00","83,587,424.00","37,003,657.00","48,102,127.00","79,320,357.00","113,437,560.00","119,737,699.00","198,918,889.00","216,733,430.00","280,537,361.00","289,525,935.00","579,007,794.00","479,037,518.00","653,093,081.00","5,146,878.00","120,740,816.00","264,845,025.00","422,282,717.00","252,946,596.00","494,826,405.00","765,443,046.00","1,019,002,380.00","211,043,104.00","607,684,620.00"
四、利润总额,"1,312,117,919.00","364,174,992.00","843,583,792.00","264,844,863.00","410,850,711.00","590,035,819.00","43,502,877.00","141,255,489.00","172,449,783.00","272,618,357.00","71,181,109.00","101,228,909.00","128,362,011.00","191,679,183.00","97,163,277.00","128,924,200.00","229,984,339.00","347,288,598.00","171,922,458.00","324,251,927.00","506,076,274.00","798,165,843.00","637,841,382.00","1,629,978,214.00","1,692,116,512.00","2,003,984,202.00","83,959,705.00","297,888,050.00","496,378,212.00","707,651,956.00","219,753,389.00","363,419,677.00","573,740,897.00","627,702,490.00","109,930,351.00","129,895,987.00"
其中：对联营企业和合营企业的投资收益,"4,845,941.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：所得税,"477,487,237.00","87,370,841.00","219,189,576.00","64,260,401.00","116,911,298.00","151,005,419.00","24,953,432.00","40,400,110.00","49,263,554.00","78,950,979.00","16,715,915.00","23,289,743.00","-9,364,124.00","48,281,868.00","27,019,813.00","38,044,643.00","60,764,710.00","101,443,891.00","43,823,498.00","82,720,975.00","129,797,154.00","211,763,690.00","159,773,300.00","399,832,688.00","420,394,047.00","522,614,963.00","20,836,209.00","86,546,828.00","139,231,719.00","180,075,937.00","62,529,799.00","103,305,325.00","159,814,278.00","185,308,543.00","26,528,784.00","34,676,144.00"
公允价值变动收益,"143,548,717.00","-143,467,058.00","485,563.00","-1,707,974.00","-1,403,611.00","-9,983,312.00","2,198,875.00","2,449,422.00","603,221.00","4,902,301.00","-919,315.00","810,327.00","-3,011,371.00","4,624,266.00","-689,660.00","69,309.00","84,072.00","-5,223,728.00","-7,662,916.00","-1,927,635.00","8,425,683.00","11,416,249.00","91,959,849.00","61,816,697.00","29,118,131.00","80,164,693.00","-53,220,206.00","-80,375,822.00","-82,510,804.00","-128,324,785.00","37,975,601.00","49,296,574.00","12,603,471.00","18,554,581.00","-1,167,991.00","8,406,667.00"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益,"-1,073,867.00","-1,095,826.00","14,440,885.00","-110,591.00","-351,164.00","-578,666.00","-330,301.00","-571,378.00","-912,396.00","-1,062,925.00","-17,425.00","81,827.00","130,877.00","-35,146.00","-110,839.00","-384,934.00","-478,901.00","-651,623.00","231,144.00","241,831.00","250,878.00","142,987.00","-1,377,262.00","-1,504.00","840,347.00","1,251,495.00","-190,136.00","547,331.00","604,194.00","1,027,005.00","-156,538.00","-415,325.00","-819,292.00","-2,808,073.00","-393,885.00","606,718.00"
五、净利润,"834,630,682.00","276,804,151.00","624,394,216.00","200,584,462.00","293,939,413.00","439,030,400.00","18,549,445.00","100,855,379.00","123,186,229.00","193,667,378.00","54,465,194.00","77,939,166.00","137,726,135.00","143,397,315.00","70,143,464.00","90,879,557.00","169,219,629.00","245,844,707.00","128,098,960.00","241,530,952.00","376,279,120.00","586,402,153.00","478,068,082.00","1,230,145,526.00","1,271,722,465.00","1,481,369,239.00","63,123,496.00","211,341,222.00","357,146,493.00","527,576,019.00","157,223,590.00","260,114,352.00","413,926,619.00","442,393,947.00","83,401,567.00","95,219,843.00"
其他业务收入,"3,942,303.00","3,074,692.00","2,913,481.00","1,634,360.00","1,816,043.00","3,261,636.00","259,870.00","1,703,207.00","2,251,313.00","4,169,952.00","683,620.00","1,932,925.00","2,776,121.00","4,173,480.00","378,620.00","2,746,508.00","3,001,258.00","5,402,485.00","464,843.00","2,445,315.00","3,404,687.00","10,069,124.00","7,185,832.00","10,668,361.00","57,240,671.00","145,840,327.00","24,648,849.00","31,389,990.00","217,353,671.00","300,877,401.00","204,745,221.00","915,886,411.00","1,695,221,851.00","2,126,813,747.00","946,714,581.00","2,028,401,937.00"
（一）归属于母公司所有者的净利润,"834,674,955.00","276,772,757.00","618,652,296.00","206,060,458.00","304,774,834.00","438,521,672.00","34,657,784.00","113,626,725.00","138,919,025.00","193,056,986.00","53,646,885.00","85,662,702.00","145,249,952.00","141,798,506.00","65,724,488.00","95,405,294.00","184,114,667.00","258,580,938.00","129,304,734.00","239,765,781.00","371,286,332.00","586,294,710.00","478,737,455.00","1,203,444,270.00","1,241,555,660.00","1,438,829,425.00","51,032,045.00","181,353,885.00","324,076,594.00","467,685,616.00","140,403,874.00","237,383,991.00","379,221,463.00","408,901,264.00","87,800,775.00","110,273,474.00"
二、营业支出,"431,130,482.00","411,786,414.00","698,927,233.00","334,411,386.00","510,168,781.00","913,642,842.00","228,482,447.00","403,381,992.00","593,553,103.00","836,799,433.00","180,104,697.00","391,224,401.00","647,156,401.00","862,576,247.00","222,187,466.00","448,194,309.00","656,990,074.00","977,609,583.00","263,086,217.00","546,624,291.00","843,424,990.00","1,166,677,462.00","335,698,963.00","805,896,502.00","1,162,606,778.00","1,841,477,884.00","288,504,732.00","635,941,671.00","1,090,454,820.00","1,646,780,183.00","620,763,819.00","1,735,267,059.00","2,825,823,612.00","3,762,999,594.00","1,218,867,564.00","2,848,375,429.00"
（二）少数股东损益,"-44,273.00","31,394.00","5,741,920.00","-5,475,996.00","-10,835,421.00","508,729.00","-16,108,339.00","-12,771,346.00","-15,732,796.00","610,392.00","818,309.00","-7,723,536.00","-7,523,817.00","1,598,809.00","4,418,976.00","-4,525,737.00","-14,895,038.00","-12,736,231.00","-1,205,774.00","1,765,171.00","4,992,788.00","107,443.00","-669,373.00","26,701,256.00","30,166,805.00","42,539,814.00","12,091,451.00","29,987,337.00","33,069,899.00","59,890,403.00","16,819,716.00","22,730,361.00","34,705,156.00","33,492,683.00","-4,399,208.00","-15,053,631.00"
退保金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（一）基本每股收益,0.64,0.14,0.31,0.10,0.15,0.22,0.01,0.05,0.06,0.08,0.02,0.04,0.06,0.06,0.03,0.04,0.08,0.11,0.05,0.10,0.15,0.23,0.19,0.48,0.4929,0.57,0.02,0.0653,0.116,0.17,0.0496,0.0839,0.1341,0.14,0.031,0.0391
减：摊回赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（二）稀释每股收益,0.64,0.14,0.31,0.10,0.15,0.22,0.01,0.05,0.06,0.08,0.02,0.04,0.06,0.06,0.03,0.04,0.08,0.11,0.05,0.10,0.15,0.23,0.19,0.48,0.4929,0.57,0.02,0.0653,0.116,0.17,0.0496,0.0839,0.1341,0.14,0.031,0.0391
