科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"9,915,817.75","11,037,898.27","10,390,851.68","2,138,093.47","4,189,152.89","5,286,140.92","6,321,553.22","684,210.60","718,968.58","717,766.62","2,172,314.44","505,523.21","748,922.87","662,188.35","451,713.04","-15,588.83","702,667.26","2,109,933.99","3,293,716.99","1,180,219.95"
三、利润总额,"49,256,929.11","59,351,934.30","75,004,100.66","15,506,683.16","40,333,785.32","49,621,731.49","58,236,003.37","11,916,990.31","35,558,183.12","52,105,520.53","77,098,983.42","20,382,608.34","61,791,976.57","88,679,050.19","124,828,359.29","30,851,752.73","94,257,128.80","137,600,192.33","188,261,043.70","60,824,411.25"
资产减值损失,"290,477.44","154,644.74","567,994.59","1,691,409.90","4,962,685.49","5,046,007.62","3,524,295.49","1,447,131.51","2,405,779.60","2,473,838.26","-8,869.98","-39,141.84","618,599.69","-238,198.01","2,466,609.04","1,223,634.60","3,458,627.27","2,751,273.65","5,269,230.74","4,830,436.78"
减:所得税,"8,061,050.22","9,315,983.95","11,589,505.07","2,326,002.47","6,050,067.80","8,255,085.29","8,095,110.48","1,787,548.54","5,333,727.47","6,863,589.33","10,695,150.10","3,057,391.24","8,227,393.02","13,315,755.02","16,639,621.81","4,603,326.29","14,830,145.74","20,458,479.83","24,665,298.85","6,501,683.55"
加:公允价值变动净收益,,,,,,,,,,,"401,493.15",,"-401,493.15","-401,493.15","-273,065.75","-128,427.40","950,476.69","874,668.49",,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,"1,525,112.25","993,032.93","2,297,430.11","2,549,251.82","2,911,073.63","877,520.61","1,937,574.92","4,637,446.47","9,020,622.18","13,083,742.36"
四、净利润,"41,195,878.89","50,035,950.35","63,414,595.59","13,180,680.69","34,283,717.52","41,366,646.20","50,140,892.89","10,129,441.77","30,224,455.65","45,241,931.20","66,403,833.32","17,325,217.10","53,564,583.55","75,363,295.17","108,188,737.48","26,248,426.44","79,426,983.06","117,141,712.50","163,595,744.85","54,322,727.70"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,"758,038.81",
归属于母公司所有者的净利润,"41,195,878.89","50,035,950.35","63,414,595.59","13,180,680.69","34,283,717.52","41,366,646.20","50,140,892.89","10,129,441.77","30,224,455.65","45,241,931.20","66,403,833.32","17,325,217.10","53,564,583.55","75,363,295.17","108,188,737.48","26,248,426.44","79,426,983.06","117,141,712.50","163,595,744.85","54,312,101.31"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,0.01,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,"10,626.39"
