科目,2007年1-3月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
手续费及佣金收入,"76,782,000.00","294,465,000.00","398,845,000.00","132,480,000.00","291,407,000.00","443,718,000.00","590,034,000.00","162,110,000.00","373,507,000.00","570,141,000.00","759,818,000.00","252,176,000.00","535,444,000.00","845,467,000.00","1,102,344,000.00","466,002,000.00","973,478,000.00","1,388,839,000.00","1,783,174,000.00","665,062,000.00","1,349,688,000.00","1,996,056,000.00","2,904,086,000.00","1,458,030,000.00","2,697,356,000.00","3,710,829,000.00","4,475,058,000.00","1,810,836,000.00","3,290,000,000.00","4,488,000,000.00","5,171,000,000.00","2,133,000,000.00","4,192,000,000.00","6,095,000,000.00","7,588,000,000.00","3,159,000,000.00","6,205,000,000.00","8,394,000,000.00","10,144,000,000.00","4,142,000,000.00","7,476,000,000.00","9,818,000,000.00","11,155,000,000.00","3,181,000,000.00"
手续费及佣金支出2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出,"30,321,000.00","78,108,000.00","102,556,000.00","20,729,000.00","42,270,000.00","69,417,000.00","101,069,000.00","23,718,000.00","50,514,000.00","79,388,000.00","109,714,000.00","28,455,000.00","61,580,000.00","95,644,000.00","138,127,000.00","38,991,000.00","79,830,000.00","126,558,000.00","170,444,000.00","47,155,000.00","103,054,000.00","154,284,000.00","231,595,000.00","111,805,000.00","259,845,000.00","407,311,000.00","523,590,000.00","79,090,000.00","174,000,000.00","270,000,000.00","391,000,000.00","103,000,000.00","206,000,000.00","320,000,000.00","468,000,000.00","88,000,000.00","209,000,000.00","312,000,000.00","545,000,000.00","110,000,000.00","258,000,000.00","353,000,000.00","576,000,000.00","116,000,000.00"
业务及管理费,"309,911,000.00","1,160,106,000.00","1,913,114,000.00","607,212,000.00","1,219,122,000.00","1,897,140,000.00","2,878,974,000.00","491,283,000.00","1,106,563,000.00","1,956,481,000.00","3,135,597,000.00","801,103,000.00","1,882,252,000.00","2,956,933,000.00","4,738,206,000.00","917,193,000.00","2,241,431,000.00","3,495,818,000.00","5,460,843,000.00","1,073,087,000.00","2,588,642,000.00","4,094,830,000.00","7,171,039,000.00","1,241,089,000.00","3,098,967,000.00","5,092,306,000.00","7,821,570,000.00","1,520,422,000.00","3,601,000,000.00","6,529,000,000.00","9,091,000,000.00","1,997,000,000.00","4,259,000,000.00","7,602,000,000.00","11,014,000,000.00","2,740,000,000.00","5,015,000,000.00","8,654,000,000.00","12,247,000,000.00","2,895,000,000.00","5,569,000,000.00","9,160,000,000.00","13,522,000,000.00","3,146,000,000.00"
其中：代理买卖证券业务净收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：摊回分保费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
证券承销业务净收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资产减值损失,"-21,042,000.00","-87,274,000.00","578,882,000.00","72,720,000.00","425,315,000.00","852,440,000.00","1,847,299,000.00","12,856,000.00","286,789,000.00","352,714,000.00","666,302,000.00","-149,874,000.00","11,655,000.00","162,151,000.00","1,188,597,000.00","190,555,000.00","226,308,000.00","450,232,000.00","2,425,339,000.00","472,994,000.00","1,638,303,000.00","2,156,300,000.00","3,927,693,000.00","906,681,000.00","1,761,124,000.00","2,627,698,000.00","3,835,199,000.00","948,464,000.00","1,906,000,000.00","3,175,000,000.00","5,313,000,000.00","1,592,000,000.00","3,034,000,000.00","5,372,000,000.00","9,208,000,000.00","2,593,000,000.00","5,325,000,000.00","7,879,000,000.00","11,547,000,000.00","3,761,000,000.00","6,653,000,000.00","9,835,000,000.00","13,429,000,000.00","3,462,000,000.00"
委托客户管理资产业务净收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本,"35,124,000.00",,"10,928,000.00","2,705,000.00","6,083,000.00","8,768,000.00","11,693,000.00","2,927,000.00","5,853,000.00","8,778,000.00","11,703,000.00","2,925,000.00","5,851,000.00","8,776,000.00","11,701,000.00","2,925,000.00","5,851,000.00","8,776,000.00","11,701,000.00","2,925,000.00","5,851,000.00","8,776,000.00","11,701,000.00","4,651,000.00","8,785,000.00","13,194,000.00","19,854,000.00","5,051,000.00","11,000,000.00","15,000,000.00","18,000,000.00","4,000,000.00","9,000,000.00","13,000,000.00","17,000,000.00","6,000,000.00","8,000,000.00","16,000,000.00","22,000,000.00","5,000,000.00","11,000,000.00","16,000,000.00","17,000,000.00","4,000,000.00"
已赚保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、营业利润,"1,189,490,000.00","3,843,682,000.00","4,661,788,000.00","2,043,387,000.00","3,715,222,000.00","5,647,315,000.00","6,836,966,000.00","1,978,209,000.00","3,737,923,000.00","5,602,778,000.00","7,154,511,000.00","2,680,944,000.00","4,986,512,000.00","7,582,632,000.00","8,609,077,000.00","3,226,475,000.00","6,596,886,000.00","9,989,156,000.00","11,350,575,000.00","4,293,479,000.00","8,127,072,000.00","12,672,948,000.00","14,754,794,000.00","5,250,284,000.00","9,768,349,000.00","13,789,321,000.00","16,769,241,000.00","5,714,388,000.00","11,396,000,000.00","16,102,000,000.00","19,821,000,000.00","6,303,000,000.00","12,773,000,000.00","17,847,000,000.00","21,036,000,000.00","6,622,000,000.00","13,243,000,000.00","18,602,000,000.00","22,331,000,000.00","6,803,000,000.00","13,942,000,000.00","19,313,000,000.00","22,865,000,000.00","6,950,000,000.00"
保险业务收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：分保费收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业外收入,"73,000.00","27,528,000.00","58,632,000.00","8,000.00","356,000.00","19,375,000.00","80,208,000.00","8,959,000.00","9,279,000.00","10,860,000.00","26,202,000.00","385,000.00","1,404,000.00","8,214,000.00","19,339,000.00","2,890,000.00","5,282,000.00","6,994,000.00","63,683,000.00","1,304,000.00","7,441,000.00","19,498,000.00","37,472,000.00","27,722,000.00","39,648,000.00","47,585,000.00","75,689,000.00","16,966,000.00","25,000,000.00","30,000,000.00","64,000,000.00","1,000,000.00","6,000,000.00","35,000,000.00","105,000,000.00","11,000,000.00","18,000,000.00","32,000,000.00","61,000,000.00","5,000,000.00","7,000,000.00","16,000,000.00","36,000,000.00","17,000,000.00"
减：分出保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：营业外支出,"129,000.00","33,473,000.00","91,336,000.00","3,585,000.00","24,039,000.00","23,642,000.00","-28,002,000.00","800,000.00","17,219,000.00","16,498,000.00","18,473,000.00","537,000.00","7,614,000.00","9,296,000.00","27,266,000.00","1,494,000.00","6,486,000.00","7,734,000.00","16,776,000.00","2,179,000.00","5,585,000.00","8,966,000.00","22,731,000.00","4,724,000.00","11,375,000.00","10,990,000.00","23,668,000.00","1,503,000.00","11,000,000.00","36,000,000.00","35,000,000.00","19,000,000.00","31,000,000.00","37,000,000.00","56,000,000.00","7,000,000.00","15,000,000.00","67,000,000.00","94,000,000.00","5,000,000.00","10,000,000.00","29,000,000.00","81,000,000.00","5,000,000.00"
提取未到期责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"47,792,000.00","36,079,000.00","76,394,000.00","51,547,000.00","125,721,000.00","183,293,000.00","226,740,000.00","74,420,000.00","193,645,000.00","274,519,000.00","372,981,000.00","22,986,000.00","134,259,000.00","210,991,000.00","117,690,000.00","21,686,000.00","132,296,000.00","148,695,000.00","176,303,000.00","88,394,000.00","228,629,000.00","304,324,000.00","357,920,000.00","151,414,000.00","283,260,000.00","299,256,000.00","276,839,000.00","147,775,000.00","144,000,000.00","268,000,000.00","227,000,000.00","200,000,000.00","423,000,000.00","617,000,000.00","713,000,000.00","249,000,000.00","387,000,000.00","451,000,000.00","368,000,000.00","116,000,000.00","169,000,000.00","260,000,000.00","395,000,000.00","128,000,000.00"
四、利润总额,"1,189,434,000.00","3,837,737,000.00","4,629,084,000.00","2,039,810,000.00","3,691,539,000.00","5,643,048,000.00","6,945,176,000.00","1,986,368,000.00","3,729,983,000.00","5,597,140,000.00","7,162,240,000.00","2,680,792,000.00","4,980,302,000.00","7,581,550,000.00","8,601,150,000.00","3,227,871,000.00","6,595,682,000.00","9,988,416,000.00","11,397,482,000.00","4,292,604,000.00","8,128,928,000.00","12,683,480,000.00","14,769,535,000.00","5,273,282,000.00","9,796,622,000.00","13,825,916,000.00","16,821,262,000.00","5,729,851,000.00","11,410,000,000.00","16,096,000,000.00","19,850,000,000.00","6,285,000,000.00","12,748,000,000.00","17,845,000,000.00","21,085,000,000.00","6,626,000,000.00","13,246,000,000.00","18,567,000,000.00","22,298,000,000.00","6,803,000,000.00","13,939,000,000.00","19,300,000,000.00","22,820,000,000.00","6,962,000,000.00"
其中：对联营企业和合营企业的投资收益,,,,,,,"15,284,000.00","12,973,000.00","25,007,000.00","36,467,000.00","43,247,000.00","15,344,000.00","27,867,000.00","41,454,000.00","24,021,000.00","3,496,000.00","11,155,000.00","1,208,000.00","-61,050,000.00","22,662,000.00","39,910,000.00","39,155,000.00","1,993,000.00","22,684,000.00","32,082,000.00","129,468,000.00","38,147,000.00","42,382,000.00","69,000,000.00","96,000,000.00","129,000,000.00","69,000,000.00","115,000,000.00","163,000,000.00","192,000,000.00","48,000,000.00","18,000,000.00","32,000,000.00","-382,000,000.00","-25,000,000.00","-46,000,000.00","-31,000,000.00","-38,000,000.00","62,000,000.00"
减：所得税,"638,876,000.00","1,402,067,000.00","1,280,887,000.00","444,273,000.00","789,550,000.00","1,254,125,000.00","1,528,592,000.00","484,252,000.00","807,459,000.00","1,205,309,000.00","1,529,444,000.00","588,260,000.00","1,076,869,000.00","1,632,533,000.00","1,795,576,000.00","706,935,000.00","1,496,213,000.00","2,215,191,000.00","2,451,497,000.00","920,145,000.00","1,724,331,000.00","2,705,368,000.00","3,085,681,000.00","1,142,334,000.00","1,991,375,000.00","2,804,366,000.00","3,356,386,000.00","1,203,978,000.00","2,554,000,000.00","3,491,000,000.00","4,204,000,000.00","1,286,000,000.00","2,686,000,000.00","3,668,000,000.00","4,202,000,000.00","1,332,000,000.00","2,572,000,000.00","3,531,000,000.00","4,375,000,000.00","1,322,000,000.00","2,784,000,000.00","3,674,000,000.00","3,938,000,000.00","1,151,000,000.00"
公允价值变动收益,"-26,824,000.00","63,341,000.00","-29,253,000.00","78,734,000.00","-4,612,000.00","119,528,000.00","434,961,000.00","-120,957,000.00","-152,902,000.00","-300,350,000.00","-290,392,000.00","47,473,000.00","13,780,000.00","7,889,000.00","-56,927,000.00","13,765,000.00","-33,930,000.00","-41,582,000.00","10,820,000.00","18,022,000.00","9,627,000.00","-50,489,000.00","-41,461,000.00","16,643,000.00","-22,776,000.00","-85,035,000.00","-144,338,000.00","124,817,000.00","209,000,000.00","222,000,000.00","230,000,000.00","-57,000,000.00","4,000,000.00","63,000,000.00","143,000,000.00","-19,000,000.00","-49,000,000.00","-6,000,000.00","-323,000,000.00","-35,000,000.00","48,000,000.00","26,000,000.00","-80,000,000.00","112,000,000.00"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益,"17,129,000.00","48,143,000.00","64,754,000.00","3,012,000.00","7,688,000.00","-2,093,000.00","-12,908,000.00","6,558,000.00","61,819,000.00","100,472,000.00","121,065,000.00","12,296,000.00","-15,854,000.00","28,346,000.00","42,202,000.00","11,945,000.00","34,804,000.00","46,787,000.00","51,499,000.00","20,833,000.00","40,503,000.00","72,144,000.00","93,871,000.00","14,028,000.00","13,307,000.00","68,838,000.00","150,319,000.00","69,298,000.00","96,000,000.00","119,000,000.00","186,000,000.00","183,000,000.00","161,000,000.00","202,000,000.00","227,000,000.00","14,000,000.00","52,000,000.00","75,000,000.00","166,000,000.00","39,000,000.00","-39,000,000.00","-45,000,000.00","-41,000,000.00","27,000,000.00"
五、净利润,"550,558,000.00","2,435,670,000.00","3,348,197,000.00","1,595,537,000.00","2,901,989,000.00","4,388,923,000.00","5,416,584,000.00","1,502,116,000.00","2,922,524,000.00","4,391,831,000.00","5,632,796,000.00","2,092,532,000.00","3,903,433,000.00","5,949,017,000.00","6,805,574,000.00","2,520,936,000.00","5,099,469,000.00","7,773,225,000.00","8,945,985,000.00","3,372,459,000.00","6,404,597,000.00","9,978,112,000.00","11,683,854,000.00","4,130,948,000.00","7,805,247,000.00","11,021,550,000.00","13,464,876,000.00","4,525,873,000.00","8,856,000,000.00","12,605,000,000.00","15,646,000,000.00","4,999,000,000.00","10,062,000,000.00","14,177,000,000.00","16,883,000,000.00","5,294,000,000.00","10,674,000,000.00","15,036,000,000.00","17,923,000,000.00","5,481,000,000.00","11,155,000,000.00","15,626,000,000.00","18,882,000,000.00","5,811,000,000.00"
其他业务收入,"7,670,000.00","81,474,000.00","33,300,000.00","11,982,000.00","35,595,000.00","56,821,000.00","77,796,000.00","18,380,000.00","47,882,000.00","69,257,000.00","86,425,000.00","21,732,000.00","45,001,000.00","67,792,000.00","89,158,000.00","25,060,000.00","50,363,000.00","78,306,000.00","104,400,000.00","30,526,000.00","51,596,000.00","79,604,000.00","111,249,000.00","31,041,000.00","39,841,000.00","49,839,000.00","145,712,000.00","51,060,000.00","91,000,000.00","102,000,000.00","170,000,000.00","27,000,000.00","57,000,000.00","185,000,000.00","93,000,000.00","12,000,000.00","20,000,000.00","32,000,000.00","121,000,000.00","14,000,000.00","53,000,000.00","71,000,000.00","124,000,000.00","22,000,000.00"
（一）归属于母公司所有者的净利润,"550,558,000.00","2,435,670,000.00","3,348,197,000.00","1,595,537,000.00","2,901,989,000.00","4,388,923,000.00","5,417,165,000.00","1,502,893,000.00","2,923,776,000.00","4,393,143,000.00","5,633,859,000.00","2,092,081,000.00","3,902,233,000.00","5,946,632,000.00","6,803,030,000.00","2,519,913,000.00","5,099,821,000.00","7,773,483,000.00","8,946,703,000.00","3,371,344,000.00","6,400,891,000.00","9,970,916,000.00","11,674,808,000.00","4,129,297,000.00","7,800,567,000.00","11,014,048,000.00","13,459,308,000.00","4,521,971,000.00","8,847,000,000.00","12,592,000,000.00","15,623,000,000.00","4,986,000,000.00","10,036,000,000.00","14,136,000,000.00","16,839,000,000.00","5,275,000,000.00","10,621,000,000.00","14,955,000,000.00","17,802,000,000.00","5,445,000,000.00","11,079,000,000.00","15,516,000,000.00","18,733,000,000.00","5,785,000,000.00"
二、营业支出,"422,824,000.00","1,411,184,000.00","2,980,074,000.00","847,680,000.00","2,001,033,000.00","3,303,887,000.00","5,467,089,000.00","673,003,000.00","1,853,243,000.00","2,983,103,000.00","4,739,594,000.00","878,452,000.00","2,389,853,000.00","3,895,192,000.00","7,026,149,000.00","1,426,397,000.00","3,149,922,000.00","5,019,552,000.00","9,377,159,000.00","2,008,676,000.00","5,180,225,000.00","7,688,770,000.00","13,062,066,000.00","2,705,676,000.00","5,965,574,000.00","9,382,661,000.00","13,895,913,000.00","3,116,046,000.00","6,824,000,000.00","11,698,000,000.00","17,057,000,000.00","4,322,000,000.00","8,745,000,000.00","15,127,000,000.00","23,045,000,000.00","6,080,000,000.00","11,412,000,000.00","17,694,000,000.00","25,125,000,000.00","6,803,000,000.00","12,556,000,000.00","19,501,000,000.00","27,488,000,000.00","6,766,000,000.00"
（二）少数股东损益,,,,,,,"-581,000.00","-777,000.00","-1,252,000.00","-1,312,000.00","-1,063,000.00","451,000.00","1,200,000.00","2,385,000.00","2,544,000.00","1,023,000.00","-352,000.00","-258,000.00","-718,000.00","1,115,000.00","3,706,000.00","7,196,000.00","9,046,000.00","1,651,000.00","4,680,000.00","7,502,000.00","5,568,000.00","3,902,000.00","9,000,000.00","13,000,000.00","23,000,000.00","13,000,000.00","26,000,000.00","41,000,000.00","44,000,000.00","19,000,000.00","53,000,000.00","81,000,000.00","121,000,000.00","36,000,000.00","76,000,000.00","110,000,000.00","149,000,000.00","26,000,000.00"
退保金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（一）基本每股收益,0.11,0.48,0.63,,0.47,0.70,0.87,,0.47,,0.90,0.34,0.63,0.95,1.09,0.40,0.82,1.25,1.44,0.46,0.79,1.19,1.38,0.47,0.89,1.25,1.53,0.51,0.84,1.19,1.48,0.47,0.79,1.12,1.33,0.42,0.70,0.98,1.16,0.36,0.58,0.82,0.99,0.27
减：摊回赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（二）稀释每股收益,0.11,0.48,0.63,,0.47,0.70,0.87,,0.47,,0.90,0.34,0.63,0.95,1.09,0.40,0.82,1.25,1.44,0.46,0.79,1.19,1.38,0.47,0.89,1.25,-1.53,0.51,0.84,1.19,1.48,0.47,0.79,1.12,1.33,0.42,0.70,0.98,1.16,0.36,0.58,0.82,0.99,0.27
