科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
偿还债务支付的现金,"120,000,000.00","215,000,000.00","181,309,727.57","139,000,000.00","230,500,000.00","295,500,000.00","295,500,000.00","178,800,000.00","344,174,545.99","404,174,545.99","403,362,873.49","50,000,000.00"
经营活动产生的现金流量净额,"-145,218,740.71","-84,515,276.45","83,474,468.92","-119,849,360.46","-199,224,980.18","-229,629,714.75","-89,458,330.89","29,210,736.40","29,429,189.11","30,165,524.35","62,703,285.44","-126,170,773.75"
分配股利、利润或偿还利息支付的现金,"7,383,042.98","9,186,865.58","11,316,038.15","2,929,432.59","7,101,869.72","11,569,757.94","16,505,304.51","5,047,675.86","24,746,164.12","31,031,911.87","37,653,136.78","6,637,237.09"
收回投资收到的现金,,,,,,"70,471,780.82",,,,,,
支付其他与筹资活动有关的现金,"1,500,000.00",,"55,000,000.00","3,400,000.00","7,624,538.65","7,624,538.65","7,624,538.65",,,"103,351.26","47,459,094.18","1,024,939.00"
取得投资收益收到的现金,,"21,479.45",,,,,"616,438.35","1,473,797.38","1,473,797.38","2,595,715.19","3,209,030.26","51,643,371.00"
筹资活动现金流出小计,"128,883,042.98","224,186,865.58","247,625,765.72","145,329,432.59","245,226,408.37","314,694,296.59","319,629,843.16","183,847,675.86","368,920,710.11","435,309,809.12","488,475,104.45","57,662,176.09"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"31,491,336.74",,,"6,120.00","21,920.00",,"4,854.37","19,417.48","58,252.43","2,155.17"
筹资活动产生的现金流量净额,"86,116,957.02","112,122,861.99","57,874,234.28","309,870,567.41","385,536,465.12","346,068,576.90","381,165,670.33","-103,847,675.86","49,525,737.89","34,606,638.88","-2,228,952.23","85,085,464.55"
处置子公司及其他营业单位收到的现金净额,"2,577,197.15",,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,74.25,,"-3,718.65","49,111.44","-21,762.12","-7,313.37"
收到其他与投资活动有关的现金,,"70,000,000.00",,,,,"80,000,000.00","70,000,000.00","70,000,000.00","120,000,000.00","140,000,000.00","15,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"2,577,197.15","70,021,479.45","31,491,336.74",,,"70,477,900.82","80,638,358.35","71,473,797.38","71,478,651.75","122,615,132.67","143,267,282.69","66,645,526.17"
五、现金及现金等价物净增加额,"-68,846,830.66","25,639,177.13","159,550,179.01","187,969,263.95","108,273,208.55","9,179,231.51","174,330,249.00","-216,151,699.70","-292,625.88","-21,960,404.54","-16,054,678.71","18,635,113.38"
购建固定资产、无形资产和其他长期资产支付的现金,"12,322,244.12","1,989,887.86","13,289,860.93","2,051,943.00","8,038,276.39","27,737,531.46","48,015,523.04","21,068,557.62","38,881,934.26","47,556,260.16","57,933,980.77","953,730.80"
期初现金及现金等价物余额,"131,737,148.68","62,890,318.02","88,529,495.15","248,079,674.16","248,079,674.16","248,079,674.16","248,079,674.16","422,409,923.16","422,409,923.16","422,409,923.16","422,409,923.16","406,355,244.45"
投资支付的现金,,,,,"70,000,000.00","150,000,000.00",,"106,920,000.00",,,,"5,964,059.42"
期末现金及现金等价物余额,"62,890,318.02","88,529,495.15","248,079,674.16","436,048,938.11","356,352,882.71","257,258,905.67","422,409,923.16","206,258,223.46","422,117,297.28","400,449,518.62","406,355,244.45","424,990,357.83"
