科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
其他业务成本,"24,729.21","865,220.68","231,590.64","461,981.28","68,319.19","409,915.14","614,872.71","819,830.28","204,957.57","409,915.14","614,872.71","2,345,692.63","204,957.57","409,915.14","614,872.71","819,830.28","208,193.17","413,150.74","618,108.31","826,301.48","204,957.57","409,915.14","614,872.71","819,830.28","204,957.57","409,915.14","614,872.71","821,099.25","204,957.57","409,915.14","614,872.71","819,830.28",,,,,,
已赚保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、营业利润,"6,451,083,712.23","2,575,063,518.50","1,783,753,678.19","5,014,701,910.38","983,065,992.82","1,612,925,091.61","2,446,446,223.54","3,902,507,943.53","1,019,957,617.88","1,905,126,798.28","2,363,611,024.18","2,561,128,062.38","668,050,997.55","1,169,315,198.39","1,464,488,078.70","1,869,046,954.17","755,733,616.68","1,313,435,417.89","1,951,322,131.96","2,656,832,107.88","888,110,490.58","1,681,702,793.47","3,175,077,709.20","4,963,161,589.37","3,221,749,362.19","9,307,465,605.11","11,085,330,029.27","13,576,396,721.41","1,346,353,751.55","2,813,676,749.58","4,834,939,166.18","6,386,761,222.22","1,620,354,328.90","3,104,992,938.45","5,132,276,709.20","7,104,196,934.37","1,339,783,614.22","2,205,952,849.76"
保险业务收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：分保费收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业外收入,"53,474,555.80","6,633,534.71","1,799,706.11","36,181,426.43","3,061,488.88","8,659,469.06","12,704,011.45","29,048,391.25","597,685.05","4,215,003.19","10,247,463.25","13,463,770.69","3,588,952.08","8,785,921.47","11,196,261.02","12,784,568.93","1,589,939.34","2,948,178.00","4,053,309.97","6,456,437.27","1,220,797.19","4,076,269.38","6,813,403.54","19,439,653.70","19,660,922.26","27,498,294.15","60,858,440.37","93,908,438.97","15,286,365.93","31,669,371.74","43,987,982.32","81,294,592.47","1,579,590.93","12,235,500.65","14,025,576.61","16,030,508.41","6,657,376.99","10,441,616.08"
减：分出保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：营业外支出,"12,484,256.40","16,398,099.70","2,552,911.20","14,346,269.74","190,416.64","3,712,932.97","3,800,298.27","8,050,537.72","12,234.16","-171,944.57","1,063,824.68","10,078,004.86","370,748.98","163,141.09","1,016,784.30","6,681,007.49","34,635.74","2,780,770.45","3,270,909.37","15,270,277.75","23,489.11","113,002.58","195,747.99","10,724,257.68","3,484,767.51","3,745,384.33","4,069,731.30","36,314,436.14","85,804.96","611,617.81","13,635,568.01","15,135,956.08","928,646.31","30,358,587.63","41,028,746.36","13,671,590.27","439,156.04","814,224.19"
提取未到期责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"2,417,872,512.82","1,641,120,530.09","161,516,243.00","992,548,514.48","50,305,886.43","32,880,460.03","290,087,731.91","667,561,517.40","479,977,954.19","970,399,576.02","1,102,116,212.31","1,201,047,014.89","354,044,001.70","766,364,886.40","1,234,378,710.20","1,530,438,033.34","375,165,950.24","952,325,161.63","1,381,493,284.77","1,643,334,482.89","428,741,803.88","1,018,538,171.47","1,186,189,588.30","1,757,307,540.61","-452,388,850.08","2,441,263,768.69","4,586,524,545.50","6,382,403,664.87","1,449,241,445.22","2,141,398,324.60","3,155,145,012.16","3,620,277,127.86","669,199,006.14","665,668,205.87","1,784,379,108.63","2,712,454,086.11","773,720,604.12","1,836,503,601.43"
四、利润总额,"6,492,074,011.63","2,565,298,953.51","1,783,000,473.10","5,036,537,067.07","985,937,065.06","1,617,871,627.70","2,455,349,936.72","3,923,505,797.06","1,020,543,068.77","1,909,513,746.04","2,372,794,662.75","2,564,513,828.21","671,269,200.65","1,177,937,978.77","1,474,667,555.42","1,875,150,515.61","757,288,920.28","1,313,602,825.44","1,952,104,532.56","2,648,018,267.40","889,307,798.66","1,685,666,060.27","3,181,695,364.75","4,971,876,985.39","3,237,925,516.94","9,331,218,514.93","11,142,118,738.34","13,633,990,724.24","1,361,554,312.52","2,844,734,503.51","4,865,291,580.49","6,452,919,858.61","1,621,005,273.52","3,086,869,851.47","5,105,273,539.45","7,106,555,852.51","1,346,001,835.17","2,215,580,241.65"
其中：对联营企业和合营企业的投资收益,"411,747,809.37","279,980,472.61","23,118,163.99","114,856,285.17","105,583,014.74","188,899,075.24","276,048,199.29","364,970,076.30","87,792,937.50","173,697,303.93","247,560,441.61","275,317,052.74","64,164,714.02","134,822,932.58","201,833,577.59","269,646,603.15","78,098,330.54","156,795,850.73","228,052,982.64","282,588,878.20","76,738,219.55","165,997,137.11","254,688,956.57","339,109,383.82","105,018,346.39","309,124,851.34","471,246,107.45","551,102,435.76","138,628,319.27","339,551,886.32","511,507,865.79","629,323,048.15","195,622,631.00","451,132,786.69","677,669,904.46","845,488,550.90","243,547,722.44","476,338,377.91"
减：所得税,"1,429,651,876.36","454,950,716.92","319,080,333.64","1,111,111,456.62","204,473,157.86","248,665,999.99","402,125,294.65","694,645,094.73","226,636,691.95","433,620,498.17","515,715,484.34","556,219,828.37","134,053,708.55","229,290,717.96","257,516,948.63","229,152,472.99","142,256,196.28","266,594,985.16","369,847,379.10","412,984,897.45","176,064,089.89","319,257,585.07","643,499,472.75","1,087,357,215.72","572,428,289.93","1,996,090,206.34","2,306,826,760.04","2,705,736,243.51","349,815,448.06","609,160,196.24","883,350,726.83","1,035,838,273.12","241,310,096.50","539,181,192.60","929,043,837.50","1,301,847,267.28","264,168,442.78","411,097,985.50"
公允价值变动收益,"859,940,559.64","-1,033,195,099.36","68,905,034.23","105,030,435.77","128,772,273.69","22,257,664.41","159,977,027.59","205,236,192.43","-112,411,465.68","-296,445,956.41","-464,912,976.77","-318,077,507.85","71,122,164.60","209,561,561.11","-1,631,582.11","108,924,884.97","250,847,910.53","185,089,083.29","-18,586,458.34","-104,499,772.81","-49,013,310.01","-56,235,065.26","622,006,089.51","1,119,960,985.35","2,684,234,764.17","2,605,096,467.83","-468,377,160.77","-150,190,468.57","-1,334,861,691.33","-1,415,286,940.22","-1,488,659,830.19","-1,596,021,085.58","56,440,533.44","647,849,379.58","636,499,886.75","1,009,982,273.19","-186,023,516.15","-870,575,306.58"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益,"-2,899,521.98","-8,247,632.70","47,173.56","18,452.92","274,230.84","-549,509.51","-1,885,792.96","-1,698,810.85","-919,728.40","5,085,065.84","16,525,235.18","24,438,201.26","-364,168.67","-3,908,034.69","-6,708,145.37","76,454.71","2,377,404.15","13,258,702.56","19,235,622.97","19,134,307.78","-5,628,161.17","-5,484,786.47","-5,031,937.95","3,194,981.11","-1,018,376.47","1,267,465.80","-31,882,981.92","-37,163,187.18","-1,083,611.97","-10,544,333.72","-7,977,531.00","258,691,851.56","-18,774,726.72","-72,400,045.42","-115,495,272.54","-150,379,055.65","-77,500,615.65","-67,337,981.29"
五、净利润,"5,062,422,135.27","2,110,348,236.59","1,463,920,139.46","3,925,425,610.45","781,463,907.20","1,369,205,627.71","2,053,224,642.07","3,228,860,702.33","793,906,376.82","1,475,893,247.87","1,857,079,178.41","2,008,293,999.84","537,215,492.10","948,647,260.81","1,217,150,606.79","1,645,998,042.62","615,032,724.00","1,047,007,840.28","1,582,257,153.46","2,235,033,369.95","713,243,708.77","1,366,408,475.20","2,538,195,892.00","3,884,519,769.67","2,665,497,227.01","7,335,128,308.59","8,835,291,978.30","10,928,254,480.73","1,011,738,864.46","2,235,574,307.27","3,981,940,853.66","5,417,081,585.49","1,379,695,177.02","2,547,688,658.87","4,176,229,701.95","5,804,708,585.23","1,081,833,392.39","1,804,482,256.15"
其他业务收入,"14,377,153.04","8,035,858.05","3,187,996.32","9,552,029.57","1,777,176.76","3,592,540.18","5,742,016.68","7,311,098.72","912,531.77","2,556,133.70","4,471,106.33","24,745,858.01","2,266,184.65","7,970,479.22","11,181,256.28","18,661,409.37","1,867,399.27","4,358,446.49","7,395,261.24","12,586,792.25","5,573,251.91","7,675,401.25","16,606,965.67","30,205,392.46","5,425,890.38","7,962,477.87","7,196,488.38","27,221,344.60","3,565,551.05","19,614,856.73","30,504,311.19","43,740,462.63","4,388,952.68","19,128,266.22","31,079,037.14","38,103,406.00","19,333,268.64","37,752,509.15"
（一）归属于母公司所有者的净利润,"5,062,422,135.27","2,020,698,502.66","1,360,950,156.12","3,727,722,803.65","781,463,907.20","1,369,205,627.71","2,053,224,642.07","3,228,860,702.33","793,906,376.82","1,475,893,247.87","1,857,079,178.41","2,008,293,999.84","537,215,492.10","948,647,260.81","1,217,150,606.79","1,645,998,003.73","615,049,495.40","1,047,057,453.59","1,582,651,700.64","2,229,668,946.82","711,170,811.06","1,364,502,449.64","2,533,466,554.76","3,850,672,721.41","2,662,903,857.57","7,314,665,463.76","8,833,440,898.01","10,908,748,759.12","1,008,952,715.35","2,241,825,030.22","3,978,473,868.71","5,403,450,595.57","1,374,516,223.93","2,552,259,127.57","4,171,268,021.94","5,785,955,137.26","1,091,803,298.33","1,806,617,011.69"
二、营业支出,"3,556,889,955.12","2,341,989,865.01","1,505,270,175.25","3,665,250,014.62","619,262,380.64","1,154,104,549.69","1,728,757,965.74","2,583,960,365.10","645,275,099.39","1,340,058,817.34","1,881,393,282.42","2,664,027,651.31","582,935,562.64","1,397,928,643.20","2,121,594,888.97","2,796,672,350.47","788,068,278.02","1,590,813,041.68","2,484,775,944.78","3,429,732,647.90","892,182,892.63","1,919,790,168.90","3,397,178,357.51","6,039,306,685.30","2,491,830,955.94","6,556,025,815.12","8,069,858,451.27","11,715,397,336.54","1,055,746,701.49","2,384,120,432.05","3,729,110,762.16","5,308,692,336.60","1,204,286,007.51","2,754,249,309.70","4,392,212,294.44","6,249,016,707.49","1,282,408,372.87","2,580,206,898.41"
（二）少数股东损益,,"89,649,733.93","102,969,983.34","197,702,806.80",,,,,,,,,,,,38.89,"-16,771.40","-49,613.31","-394,547.18","5,364,423.13","2,072,897.71","1,906,025.56","4,729,337.24","33,847,048.26","2,593,369.44","20,462,844.83","1,851,080.29","19,505,721.61","2,786,149.11","-6,250,722.95","3,466,984.95","13,630,989.92","5,178,953.09","-4,570,468.70","4,961,680.01","18,753,447.97","-9,969,905.94","-2,134,755.54"
退保金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（一）基本每股收益,1.57,0.63,0.42,1.14,0.22,0.38,0.57,0.90,0.22,0.32,0.3984,0.43,0.12,0.20,0.26,0.35,0.13,0.22,0.34,0.48,0.15,0.2812,0.49,0.72,0.46,1.26,1.52,1.88,0.17,0.386,0.685,0.9071,0.2052,0.3529,0.5644,0.7753,0.133,0.2098
减：摊回赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（二）稀释每股收益,1.57,0.63,0.42,1.14,0.22,0.38,0.57,0.90,0.22,0.32,0.3984,0.43,0.12,0.20,0.26,0.35,0.13,0.22,0.34,0.48,0.15,0.2812,0.49,0.72,0.46,1.26,1.52,1.88,0.17,0.386,0.685,0.9071,0.2052,0.3529,0.5644,0.7753,0.133,0.2098
