科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
手续费及佣金支出,"76,402,000.00","103,304,000.00","126,695,000.00",,"75,557,000.00","101,303,000.00","118,636,000.00","29,432,000.00","94,292,000.00","183,799,000.00","297,947,000.00","40,628,000.00","101,944,000.00","169,017,000.00","240,226,000.00","53,588,000.00"
业务及管理费,"7,208,641,000.00","7,488,423,000.00","8,236,857,000.00",,"4,172,258,000.00","6,254,651,000.00","9,161,145,000.00","2,306,436,000.00","4,422,837,000.00","6,956,445,000.00","9,746,399,000.00","2,318,752,000.00","4,508,615,000.00","7,363,537,000.00","10,103,863,000.00","2,905,234,000.00"
其中：代理买卖证券业务净收入,,,,,,,,,,,,,,,,
减：摊回分保费用,,,,,,,,,,,,,,,,
证券承销业务净收入,,,,,,,,,,,,,,,,
资产减值损失,"2,711,969,000.00","4,671,566,000.00","5,772,658,000.00",,"4,153,077,000.00","6,140,398,000.00","7,778,672,000.00","2,640,540,000.00","5,417,303,000.00","7,758,252,000.00","9,923,489,000.00","2,237,222,000.00","4,600,479,000.00","6,936,964,000.00","10,260,267,000.00","3,918,139,000.00"
委托客户管理资产业务净收入,,,,,,,,,,,,,,,,
其他业务成本,"2,822,000.00","3,100,000.00","1,724,000.00",,"1,351,000.00","1,862,000.00","2,434,000.00","755,000.00","1,217,000.00","2,633,000.00","3,294,000.00","922,000.00","1,264,000.00","1,731,000.00","1,944,000.00","3,958,000.00"
已赚保费,,,,,,,,,,,,,,,,
三、营业利润,"10,879,846,000.00","11,375,594,000.00","12,044,892,000.00","3,340,309,000.00","7,059,386,000.00","10,466,945,000.00","13,468,788,000.00","3,527,697,000.00","7,033,993,000.00","10,607,606,000.00","13,794,476,000.00","3,960,109,000.00","7,905,013,000.00","11,453,047,000.00","14,416,832,000.00","4,173,803,000.00"
保险业务收入,,,,,,,,,,,,,,,,
加：补贴收入,,,,,,,,,,,,,,,,
其中：分保费收入,,,,,,,,,,,,,,,,
营业外收入,"184,355,000.00","81,394,000.00","85,666,000.00",,"46,468,000.00","88,770,000.00","144,188,000.00","41,369,000.00","66,387,000.00","85,975,000.00","31,805,000.00","2,159,000.00","3,936,000.00","4,240,000.00","7,874,000.00","8,206,000.00"
减：分出保费,,,,,,,,,,,,,,,,
减：营业外支出,"21,975,000.00","42,352,000.00","48,490,000.00",,"60,577,000.00","66,866,000.00","88,994,000.00","6,172,000.00","11,982,000.00","19,408,000.00","36,717,000.00","67,141,000.00","77,538,000.00","90,906,000.00","157,305,000.00","7,128,000.00"
提取未到期责任准备金,,,,,,,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,,,,,,,
投资收益,"22,105,000.00","34,012,000.00","195,544,000.00",,"20,101,000.00","49,690,000.00","22,830,000.00","37,513,000.00","86,924,000.00","188,503,000.00","228,547,000.00","486,781,000.00","1,322,415,000.00","2,448,733,000.00","3,833,811,000.00","4,011,408,000.00"
四、利润总额,"11,042,226,000.00","11,414,636,000.00","12,082,068,000.00","3,362,305,000.00","7,045,277,000.00","10,488,849,000.00","13,523,982,000.00","3,562,894,000.00","7,088,398,000.00","10,674,173,000.00","13,789,564,000.00","3,895,127,000.00","7,831,411,000.00","11,366,381,000.00","14,267,401,000.00","4,174,881,000.00"
其中：对联营企业和合营企业的投资收益,,,,,,,,,,,,,,,,
减：所得税,"2,842,863,000.00","2,715,512,000.00","2,577,260,000.00",,"1,416,594,000.00","2,178,721,000.00","2,887,054,000.00","553,516,000.00","867,040,000.00","1,396,975,000.00","1,773,594,000.00","571,155,000.00","913,857,000.00","980,270,000.00","1,004,893,000.00","339,381,000.00"
公允价值变动收益,"-27,207,000.00","77,037,000.00","-5,690,000.00",,"-27,474,000.00","11,093,000.00","602,577,000.00","-435,709,000.00","-521,574,000.00","-685,434,000.00","-706,392,000.00","134,188,000.00","-95,155,000.00","-84,929,000.00","-163,878,000.00","192,445,000.00"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,
汇兑收益,"109,268,000.00","58,202,000.00","-71,554,000.00",,"92,417,000.00","83,033,000.00","-356,019,000.00","400,005,000.00","423,146,000.00","604,376,000.00","587,121,000.00","-37,414,000.00","293,382,000.00","481,680,000.00","610,281,000.00","58,445,000.00"
五、净利润,"8,199,363,000.00","8,699,124,000.00","9,504,808,000.00","2,692,415,000.00","5,628,683,000.00","8,310,128,000.00","10,636,928,000.00","3,009,378,000.00","6,221,358,000.00","9,277,198,000.00","12,015,970,000.00","3,323,972,000.00","6,917,554,000.00","10,386,111,000.00","13,262,508,000.00","3,835,500,000.00"
其他业务收入,"20,782,000.00","15,688,000.00","57,969,000.00",,"20,144,000.00","23,254,000.00","22,774,000.00","2,728,000.00","7,033,000.00","9,499,000.00","16,519,000.00","5,591,000.00","11,221,000.00","13,670,000.00","17,791,000.00","10,723,000.00"
（一）归属于母公司所有者的净利润,"8,185,502,000.00","8,684,947,000.00","9,497,433,000.00","2,687,348,000.00","5,609,534,000.00","8,279,673,000.00","10,610,579,000.00","2,988,088,000.00","6,176,786,000.00","9,185,756,000.00","11,874,997,000.00","3,296,512,000.00","6,851,702,000.00","10,257,552,000.00","13,064,935,000.00","3,771,083,000.00"
二、营业支出,"11,445,863,000.00","13,950,248,000.00","16,002,178,000.00","4,701,281,000.00","9,109,132,000.00","13,319,905,000.00","17,890,257,000.00","5,006,824,000.00","9,986,349,000.00","14,970,591,000.00","20,044,735,000.00","4,651,631,000.00","9,312,621,000.00","14,616,098,000.00","20,807,156,000.00","6,951,032,000.00"
（二）少数股东损益,"13,861,000.00","14,177,000.00","7,375,000.00",,"19,149,000.00","30,455,000.00","26,349,000.00","21,290,000.00","44,572,000.00","91,442,000.00","140,973,000.00","27,460,000.00","65,852,000.00","128,559,000.00","197,573,000.00","64,417,000.00"
退保金,,,,,,,,,,,,,,,,
六、每股收益,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,,,
（一）基本每股收益,0.86,0.84,0.91,0.26,0.54,0.78,0.98,0.26,0.54,0.80,1.03,0.29,0.59,0.89,1.04,0.33
减：摊回赔付支出,,,,,,,,,,,,,,,,
（二）稀释每股收益,0.86,0.84,0.91,0.26,0.54,0.78,0.98,0.26,0.54,0.80,1.03,0.29,0.59,0.89,1.04,0.32
