科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应付款,"1,560,721.64","574,392.42","2,161,318.21","1,292,742.45","1,757,759.11","2,725,917.04","2,588,574.10","3,308,279.46","3,069,519.21","41,393,072.99","143,806,773.56","150,538,151.21"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"2,880,174.79","3,280,682.37","812,622.45","209,400,119.58","198,720,000.00","200,117,941.06","126,000,000.00","141,354,471.95","152,284,720.38","107,603,425.03","98,293,741.36"
其他流动负债,,,,,,,,,,,,
流动资产合计,"91,095,939.39","149,420,909.32","212,655,780.55","444,093,900.15","435,662,551.51","455,961,461.54","481,709,888.90","489,253,772.22","483,017,608.18","532,515,038.41","547,117,752.96","543,148,150.90"
流动负债合计,"19,936,420.26","20,571,891.42","34,015,753.18","35,427,909.97","36,968,488.29","50,845,421.23","55,964,629.15","63,279,480.11","52,338,143.67","106,851,833.24","223,067,336.19","207,523,587.58"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,"1,863,282.74",,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"13,330,925.09","13,511,166.10","13,305,645.05","13,178,754.38","14,339,487.03","16,821,205.23","17,472,703.69","17,960,193.59","20,075,203.15","129,633,922.82","139,368,781.60","139,943,353.35"
递延所得税负债,,,,,,,,,,,"3,719,293.73","3,539,989.91"
在建工程,,"32,332.00","3,067,275.13","3,402,649.11","25,517,528.33","37,524,328.73","51,681,898.56","66,062,329.83","78,738,951.71","475,099.17","280,471.94","482,005.04"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,,"5,763,144.01","9,686,626.89","8,911,529.56","8,807,488.91","13,527,981.94","30,086,686.67","28,227,552.77","39,832,429.57","38,674,138.81","42,431,226.41","40,803,970.67"
固定资产清理,,,,,,,,,,,,
负债合计,"19,936,420.26","26,335,035.43","43,702,380.07","44,339,439.53","45,775,977.20","64,373,403.17","86,051,315.82","91,507,032.88","92,170,573.24","145,525,972.05","265,498,562.60","248,327,558.25"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"37,383,775.76","66,000,000.00","66,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","90,025,000.00","90,025,000.00","90,353,000.00"
油气资产,,,,,,,,,,,,
资本公积,"28,456,369.06","60,313,227.95","60,313,227.95","258,313,227.95","258,313,227.95","258,313,227.95","258,313,227.95","258,313,227.95","258,313,227.95","299,075,529.52","308,321,547.25","323,392,109.83"
无形资产,,"10,492,068.74","9,769,849.07","9,580,372.25","9,479,788.35","9,286,392.25","9,038,534.02","8,766,768.99","8,875,469.34","8,882,832.72","13,297,838.47","12,957,840.14"
盈余公积,"4,868,643.35","3,781,350.34","8,592,450.84","8,592,450.84","8,592,450.84","8,592,450.84","14,289,345.57","14,289,345.57","14,289,345.57","14,289,345.57","21,619,050.00","21,619,050.00"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,"40,297,500.00","40,297,500.00","47,146,140.00"
商誉,,"35,066.34","35,066.34","35,066.34","35,066.34","35,066.34","35,066.34","35,066.34","35,066.34","35,066.34","109,857,150.17","109,857,150.17"
未分配利润,"16,132,759.44","16,633,219.30","61,386,066.51","72,606,977.42","86,752,086.96","103,376,947.35","115,621,855.11","131,907,995.83","143,569,160.46","167,156,249.07","170,609,362.36","176,138,970.37"
长期待摊费用,,"192,000.00","48,000.00","12,000.00",,,,,,,"453,042.05","551,080.35"
少数股东权益,,"1,721,019.83","2,312,813.55","2,185,106.28","2,196,979.01","2,232,009.16","2,576,972.90","2,535,395.11","2,835,116.28","3,303,813.98","4,118,353.64","4,528,651.79"
递延所得税资产,"119,762.70","1,228,884.85","1,854,970.04","1,720,820.82","1,957,680.64","2,532,785.37","1,873,567.11","1,566,265.56","1,601,883.34","1,367,518.21","3,159,886.38","4,267,596.63"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"299,804.47","288,142.86","2,431,817.89","1,989,622.47","3,131,795.22","2,955,771.62","3,246,055.03","2,652,948.53","7,122,812.24","7,073,932.09","7,550,739.12","6,913,602.41"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"15,613,775.00","25,779,660.89","30,512,623.52","29,919,285.37","54,461,345.91","69,155,549.54","83,347,824.75","97,043,572.84","116,449,386.12","147,468,371.35","273,967,909.73","274,972,628.09"
所有者权益(或股东权益)合计,"86,773,294.13","148,865,534.78","199,466,024.00","429,673,745.99","444,347,920.22","460,743,607.91","479,006,397.83","494,790,312.18","507,296,421.06","534,457,437.71","555,587,100.09","569,793,220.74"
资产总计,"106,709,714.39","175,200,570.21","243,168,404.07","474,013,185.52","490,123,897.42","525,117,011.08","565,057,713.65","586,297,345.06","599,466,994.30","679,983,409.76","821,085,662.69","818,120,778.99"
负债和所有者(或股东权益)合计,"106,709,714.39","175,200,570.21","243,168,404.07","474,013,185.52","490,123,897.42","525,117,011.08","565,057,713.65","586,297,345.06","599,466,994.30","679,983,409.76","821,085,662.69","818,120,778.99"
