科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动现金流出小计,"1,572,921,446.58","2,003,243,183.94","1,947,830,421.89","1,062,577,309.03","1,557,116,946.69","2,094,251,183.12","773,663,507.92","1,544,622,090.56","2,108,700,700.54","2,938,782,991.12","865,212,080.66","1,721,315,240.37"
偿还债务支付的现金,"244,000,000.00","178,000,000.00","178,000,000.00","138,000,000.00","138,000,000.00","138,000,000.00","77,500,000.00","77,500,000.00","77,500,000.00","77,500,000.00",,
经营活动产生的现金流量净额,"358,368,553.37","122,083,310.94","246,442,572.90","149,055,811.67","242,320,011.92","311,179,854.62","-112,908,314.86","18,720,982.76","-67,595,936.95","61,878,948.86","18,966,308.72","156,624,551.16"
分配股利、利润或偿还利息支付的现金,"73,904,727.31","64,177,169.97","67,661,242.43","3,183,408.71","64,001,877.30","64,811,441.54","726,918.23","109,526,918.23","109,526,918.23","109,526,918.23",,"102,697,401.20"
收回投资收到的现金,,,,,,,,"100,000,000.00","181,019,671.24",,,
支付其他与筹资活动有关的现金,,,,,,,"16,389,952.83",,,"12,030,973.58",,
取得投资收益收到的现金,"300,000.00","300,000.00","300,000.00","220,000.00","220,000.00","220,000.00","220,000.00","203,375.28","220,000.00","18,477,426.56",,"7,070,993.44"
筹资活动现金流出小计,"317,904,727.31","242,177,169.97","245,661,242.43","141,183,408.71","202,001,877.30","202,811,441.54","94,616,871.06","187,026,918.23","187,026,918.23","199,057,891.81",,"102,697,401.20"
处置固定资产、无形资产和其他长期资产收回的现金净额,"73,000.00","398,599.43","2,912,000.00","1,243,357.27","1,319,407.27","1,476,407.27","256,040.00","35,000.00","256,040.00","25,000.00",,"54,000.00"
筹资活动产生的现金流量净额,"-135,904,727.31","3,822,830.03","-77,661,242.43","-63,683,408.71","-122,001,877.30","-125,311,441.54","1,079,574,228.94","968,514,496.18","988,787,790.77","978,727,008.29","172,110.49","-102,697,401.20"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-456,034.54","-110,025.17","714,657.50","224,310.95","309,732.20","685,859.57","-29,542.15","-232,124.06","-390,756.41","-480,561.11","-230,470.93","110,350.32"
收到其他与投资活动有关的现金,,,,,,,,,,"830,000,000.00",,"540,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"373,000.00","698,599.43","3,212,000.00","1,463,357.27","1,539,407.27","1,696,407.27","476,040.00","100,238,375.28","181,495,711.24","848,502,426.56",,"547,124,993.44"
五、现金及现金等价物净增加额,"6,609,802.69","-39,748,444.14","76,258,417.58","7,884,310.11","11,388,830.11","25,575,014.29","640,732,218.74","46,793,724.97","20,911,945.89","695,645,926.70","-453,512,743.35","-79,685,572.10"
购建固定资产、无形资产和其他长期资产支付的现金,"178,676,269.19","166,243,159.37","96,449,570.39","79,175,761.07","110,778,443.98","162,675,665.63","76,380,193.19","230,448,005.19","243,384,862.76","362,981,895.90","63,170,691.63","116,098,065.82"
期初现金及现金等价物余额,"137,321,205.13","143,931,007.82","104,182,563.68","180,440,981.26","180,440,981.26","180,440,981.26","206,015,995.55","206,015,995.55","206,015,995.55","206,015,995.55","901,661,922.25","901,661,922.25"
投资支付的现金,,,,,,,,"810,000,000.00","838,000,000.00",,,"24,750,000.00"
期末现金及现金等价物余额,"143,931,007.82","104,182,563.68","180,440,981.26","188,325,291.37","191,829,811.37","206,015,995.55","846,748,214.29","252,809,720.52","226,927,941.44","901,661,922.25","448,149,178.90","821,976,350.15"
