科目,2012-12-31,2013-12-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
在建工程,"1,840,413.00","33,898,913.59",,"185,951,608.44",,"131,565,520.17","175,545,372.39","73,754,131.53","88,152,218.16","107,943,159.69","125,115,435.16","83,767,233.08","100,923,357.79","120,742,875.57","166,245,163.73","159,792,720.24","11,506,959.86","26,223,406.66"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,,"3,890,066.43",,,,,,"6,056,731.00","7,159,431.00","7,159,431.00","7,159,431.00","13,161,647.33","13,161,647.33","13,150,620.33","13,150,620.33","13,139,593.33","13,139,593.33","13,128,566.33"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"145,940,816.23","140,876,598.49","145,660,400.00","197,139,219.42","250,015,700.00","260,112,243.61","313,117,065.09","275,632,181.14","230,439,832.74","273,743,112.17","361,233,013.53","308,752,834.01","310,714,581.07","426,125,417.64","410,462,671.79","370,660,798.39","381,626,734.02","423,256,221.02"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"150,042,000.00","150,042,000.00",,"405,113,400.00",,"405,113,400.00","405,113,400.00","450,126,000.00","450,126,000.00","450,126,000.00","450,126,000.00","450,126,000.00","450,126,000.00","450,126,000.00","450,126,000.00","470,626,000.00","470,626,000.00","470,626,000.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"7,492,086.21","7,492,086.21",,"7,492,086.21",,"7,492,086.21","7,492,086.21","527,617,862.21","527,617,862.21","527,617,862.21","527,617,862.21","527,617,862.21","527,617,862.21","527,617,862.21","527,617,862.21","1,227,494,749.02","1,227,494,749.02","1,227,494,749.02"
无形资产,"57,136,199.43","109,344,966.41",,"107,321,947.08",,"106,251,165.85","105,609,378.42","144,250,530.42","143,409,825.23","144,215,220.71","166,420,186.44","165,322,598.80","164,292,998.52","225,227,675.60","226,320,812.34","237,414,935.84","236,494,505.50","257,963,270.57"
盈余公积,"31,364,573.47","53,743,466.59",,"76,315,119.75",,"76,315,119.75","76,315,119.75","102,069,208.36","102,069,208.36","102,069,208.36","102,069,208.36","145,069,491.48","145,069,491.48","145,069,491.48","145,069,491.48","201,766,403.89","201,766,403.89","201,766,403.89"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"520,458,295.62","692,666,949.22",,"549,189,539.82",,"612,938,728.46","717,614,483.94","789,367,837.49","872,087,295.37","731,061,105.28","866,934,254.58","934,343,416.82","1,005,620,970.53","982,448,631.85","1,157,291,886.98","1,255,889,559.41","1,363,949,796.18","1,142,277,276.30"
长期待摊费用,"13,364,274.42","12,403,486.14",,"24,402,589.45",,"28,214,767.41","26,429,358.40","29,755,126.42","32,399,274.47","31,747,272.48","32,298,357.16","42,095,213.40","78,337,196.73","72,536,861.43","64,585,354.12","60,880,244.72","55,745,925.30","52,449,314.02"
少数股东权益,,,,,,,,,,,,,,,,,,
递延所得税资产,"4,216,777.47","4,480,592.68",,"7,608,884.07",,"6,287,134.44","6,337,694.76","6,803,121.33","6,875,961.83","6,969,880.93","8,973,201.09","12,896,375.36","17,764,104.91","21,289,759.59","26,085,098.68","29,197,008.69","32,195,702.70","35,242,432.37"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,"12,492,642.61","49,214,793.30",,"48,190,802.14",,"54,105,866.63","47,702,999.52","61,097,288.29","103,130,254.85","159,680,252.21","190,215,745.21","135,639,662.61","172,507,398.01","164,979,763.54","160,374,950.97","66,397,792.44","70,334,123.04","76,165,058.22"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"526,175,109.54","661,854,099.60",,"856,342,778.20",,"926,653,733.24","990,383,510.91","1,084,473,037.18","1,152,544,552.89","1,234,980,389.72","1,331,042,990.25","1,423,271,493.82","1,512,757,378.81","1,597,164,235.52","1,645,019,071.05","1,657,938,029.79","1,692,972,508.70","1,734,054,207.90"
所有者权益(或股东权益)合计,"709,356,955.30","903,944,502.02","882,694,900.00","1,038,110,145.78","1,014,362,800.00","1,101,859,334.42","1,206,535,089.90","1,869,180,908.06","1,951,900,365.94","1,810,874,175.85","1,946,747,325.15","2,057,156,770.51","2,128,434,324.22","2,105,261,985.54","2,280,105,240.67","3,155,776,712.32","3,263,836,949.09","3,042,164,429.21"
资产总计,"855,297,771.53","1,044,821,100.51","1,028,355,400.00","1,235,249,365.20","1,264,378,500.00","1,361,971,578.03","1,519,652,154.99","2,144,813,089.20","2,182,340,198.68","2,084,617,288.02","2,307,980,338.68","2,365,909,604.52","2,439,148,905.29","2,531,387,403.18","2,690,567,912.46","3,526,437,510.71","3,645,463,683.11","3,465,420,650.23"
负债和所有者(或股东权益)合计,"855,297,771.53","1,044,821,100.51","1,028,355,400.00","1,235,249,365.20","1,264,378,500.00","1,361,971,578.03","1,519,652,154.99","2,144,813,089.20","2,182,340,198.68","2,084,617,288.02","2,307,980,338.68","2,365,909,604.52","2,439,148,905.29","2,531,387,403.18","2,690,567,912.46","3,526,437,510.71","3,645,463,683.11","3,465,420,650.23"
