科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得投资收益收到的现金,,,,,,,"3,404,802.95","1,298,607.23","3,549,094.90","6,581,771.61","11,800,453.81","2,463,158.90","4,364,868.41"
筹资活动现金流出小计,"17,139,952.00","21,154,990.01","6,700,000.00",,"7,483,300.00","7,483,300.00","6,783,300.00",,"19,999,657.26","19,999,657.26","19,999,657.26",,"20,400,825.63"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"34,600.00",,"58,000.00","58,000.00","58,000.00","389,195.74","100,000.00","100,000.00","100,000.00","306,900.00","26,000.00","26,000.00"
筹资活动产生的现金流量净额,"-5,289,952.00","-18,154,990.01","-6,700,000.00",,"354,408,000.00","354,408,000.00","355,108,000.00",,"-19,874,657.26","-18,874,657.26","-18,874,657.26",,"8,826,554.37"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,020.40","-2,760.74","5,548.38",,"-7,911.07","-5,185.39","9,715.25","742,355.69","3,026,874.33","3,716,335.15","2,080,195.53","-134,388.88","-137,459.27"
收到其他与投资活动有关的现金,"2,950,000.00",,"3,200,000.00",,,"75,000,000.00","1,200,000.00",,,,"5,050,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,
投资活动现金流入小计,"2,950,000.00","34,600.00","3,200,000.00","58,000.00","58,000.00","75,058,000.00","323,983,998.69","245,388,607.23","474,639,094.90","807,671,771.61","384,147,353.81","248,489,158.90","423,390,868.41"
五、现金及现金等价物净增加额,"11,070,007.33","13,467,490.92","47,401,947.66","16,671,429.20","186,888,843.19","110,461,532.32","38,510,762.62","32,982,820.75","-33,354,565.03","-28,688,003.79","211,074,251.08","-174,935,973.23","-275,630,948.53"
购建固定资产、无形资产和其他长期资产支付的现金,"26,482,899.83","20,412,191.98","23,553,047.57","8,521,088.75","15,786,375.89","30,760,204.13","40,841,357.91","12,336,852.52","19,016,517.41","22,958,785.19","38,278,928.09","85,932,209.88","28,633,999.00"
期初现金及现金等价物余额,"41,364,030.30","52,434,037.63","65,901,528.55","113,303,476.21","113,303,476.21","113,303,476.21","113,303,476.21","151,814,238.83","151,814,238.83","151,814,238.83","151,814,238.83","362,888,489.91","362,888,489.91"
投资支付的现金,,,,,,,"649,980,000.00","184,232,600.00","484,497,600.00","850,939,800.00","210,327,300.00","327,000,000.00","659,000,000.00"
期末现金及现金等价物余额,"52,434,037.63","65,901,528.55","113,303,476.21","129,974,905.41","300,192,319.40","223,765,008.53","151,814,238.83","184,797,059.58","118,459,673.80","123,126,235.04","362,888,489.91","187,952,516.68","87,257,541.38"
