科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
投资收益,"-144,439,000.00","78,097,000.00","178,312,000.00","103,701,000.00","154,961,000.00","338,686,000.00","330,490,000.00","29,267,000.00","-3,723,000.00","23,327,000.00","109,434,000.00","35,922,000.00","81,121,000.00","163,079,000.00","240,115,000.00","439,237,000.00"
四、利润总额,"2,232,306,000.00","2,996,791,000.00","3,924,929,000.00","908,930,000.00","1,768,526,000.00","3,106,133,000.00","4,252,379,000.00","1,117,996,000.00","2,189,994,000.00","3,697,754,000.00","5,126,690,000.00","1,339,421,000.00","2,481,373,000.00","4,122,359,000.00","5,545,393,000.00","1,476,430,000.00"
其中：对联营企业和合营企业的投资收益,,,,,,,,,,,,,,,,
减：所得税,"423,634,000.00","549,432,000.00","685,008,000.00","96,918,000.00","214,140,000.00","397,209,000.00","563,646,000.00","144,801,000.00","282,477,000.00","476,020,000.00","539,180,000.00","164,742,000.00","167,863,000.00","326,106,000.00","316,716,000.00","147,072,000.00"
公允价值变动收益,"-174,713,000.00","139,648,000.00","7,888,000.00","-1,753,000.00","-6,807,000.00","-8,187,000.00","-12,305,000.00","630,000.00","-5,286,000.00","-6,848,000.00","-27,832,000.00","17,079,000.00","24,904,000.00","24,592,000.00","36,917,000.00","-5,584,000.00"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,
汇兑收益,"-251,000.00","1,449,000.00","5,450,000.00","144,000.00","2,561,000.00","801,000.00","9,916,000.00","125,000.00","365,000.00","709,000.00","-5,797,000.00","1,027,000.00","1,775,000.00","2,480,000.00","7,955,000.00","419,000.00"
五、净利润,"1,808,672,000.00","2,447,359,000.00","3,239,921,000.00","812,012,000.00","1,554,386,000.00","2,708,924,000.00","3,688,733,000.00","973,195,000.00","1,907,517,000.00","3,221,734,000.00","4,587,510,000.00","1,174,679,000.00","2,313,510,000.00","3,796,253,000.00","5,228,677,000.00","1,329,358,000.00"
其他业务收入,"8,014,000.00","14,916,000.00","13,381,000.00","1,913,000.00","4,274,000.00","7,043,000.00","10,791,000.00","1,596,000.00","2,779,000.00","4,140,000.00","9,968,000.00","2,236,000.00","5,366,000.00","8,441,000.00","13,561,000.00","2,683,000.00"
（一）归属于母公司所有者的净利润,"1,803,789,000.00","2,435,736,000.00","3,221,807,000.00","808,768,000.00","1,543,115,000.00","2,698,092,000.00","3,654,319,000.00","966,925,000.00","1,902,065,000.00","3,187,197,000.00","4,530,676,000.00","1,159,859,000.00","2,278,430,000.00","3,733,573,000.00","5,137,277,000.00","1,303,627,000.00"
二、营业支出,"1,601,905,000.00","2,771,236,000.00","3,812,688,000.00","1,285,444,000.00","2,602,874,000.00","3,959,368,000.00","5,961,988,000.00","1,780,513,000.00","3,485,021,000.00","5,270,800,000.00","7,352,330,000.00","1,892,856,000.00","3,566,267,000.00","5,007,365,000.00","7,114,188,000.00","2,056,532,000.00"
（二）少数股东损益,"4,883,000.00","11,623,000.00","18,114,000.00","3,244,000.00","11,271,000.00","10,832,000.00","34,414,000.00","6,270,000.00","5,452,000.00","34,537,000.00","56,834,000.00","14,820,000.00","35,080,000.00","62,680,000.00","91,400,000.00","25,731,000.00"
退保金,,,,,,,,,,,,,,"16,572,000,000.00",,
六、每股收益,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,"152,267,000,000.00",,
（一）基本每股收益,1.00,1.35,1.79,0.45,0.86,1.46,1.86,0.42,0.83,1.39,1.97,0.51,0.99,1.62,2.23,0.57
减：摊回赔付支出,,,,,,,,,,,,,,"6,726,000,000.00",,
（二）稀释每股收益,1.00,1.35,1.79,0.45,0.86,1.46,1.86,0.42,0.83,1.39,1.97,0.51,0.99,1.62,2.23,0.57
