科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"233,120,000.00","393,664,441.25","361,213,672.00","90,500,000.00","387,196,000.00","435,091,622.00","537,696,000.00","107,300,000.00","267,300,000.00","484,945,000.00","708,868,400.00","30,000,000.00","201,712,000.00","301,114,055.00","402,345,066.20","24,300,000.00"
经营活动现金流出小计,"487,358,496.30","444,867,060.00","433,888,402.66","103,675,107.05","240,642,040.15","362,314,716.51","389,883,177.39","182,182,058.14","430,773,021.44","665,858,143.46","688,835,757.20","205,838,441.11","484,119,402.83","761,535,014.09","1,072,937,368.40","209,173,195.71"
偿还债务支付的现金,"166,900,000.00","286,220,000.00","315,067,137.25","71,802,728.00","190,437,989.00","257,499,297.32","348,955,976.00","90,900,000.00","200,400,000.00","349,400,000.00","530,400,000.00","35,300,000.00","175,868,400.00","263,517,190.00","328,517,190.00","81,110,579.94"
经营活动产生的现金流量净额,"14,012,000.52","-2,941,870.62","51,036,723.05","-40,916,634.40","16,262,685.51","23,116,828.93","50,064,904.80","-10,421,586.84","-16,478,647.22","16,204,946.36","155,757,127.61","-7,800,431.47","10,122,231.35","-2,354,643.93","-57,932,585.80","42,954,028.75"
分配股利、利润或偿还利息支付的现金,"8,271,946.88","17,125,378.89","18,454,737.95","4,512,370.61","8,758,532.76","10,671,314.34","16,756,956.21","11,390,296.97","24,415,701.30","29,391,427.11","34,660,692.70","3,336,790.62","19,751,029.58","26,760,151.10","32,132,796.74","5,204,711.60"
收回投资收到的现金,"511,600.00",,,,,,,,,,,,,,"764,737,954.00","80,941.67"
支付其他与筹资活动有关的现金,"2,200,000.00","640,000.00","13,032,000.00","3,009,000.00","12,329,308.64","6,311,308.64","27,645,991.20",,"835,391.10","837,440.39","1,250,000.00","500,000.00","1,005,000.00","1,005,000.00","755,000.00",
取得投资收益收到的现金,,,,,,,,,,,,"131,351.77","1,276,622.99","2,984,876.97","3,627,267.08",
筹资活动现金流出小计,"177,371,946.88","303,985,378.89","346,553,875.20","79,324,098.61","211,525,830.40","274,481,920.30","393,358,923.41","102,290,296.97","225,651,092.40","379,628,867.50","566,310,692.70","39,136,790.62","196,624,429.58","291,282,341.10","361,404,986.74","86,315,291.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"128,461.73",,"1,000.00","1,000.00",980.58,"22,000.00","32,000.00","105,000.00","199,452.11","10,000.00","10,000.00","10,000.00","103,792.45",
筹资活动产生的现金流量净额,"55,748,053.12","89,679,062.36","14,659,796.80","11,175,901.39","175,670,169.60","160,609,701.70","144,337,076.59","5,009,703.03","41,648,907.60","105,316,132.50","142,557,707.30","-9,136,790.62","5,087,570.42","9,831,713.90","40,940,079.46","-62,015,291.54"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-685,101.40","143,383.00","694,178.56","-325,540.07","217,636.15","301,768.79","670,548.79","30,013.61","-215,769.58","-1,313,480.72","-2,104,939.29","773,054.18","1,927,280.75","-1,104,293.13","-2,948,978.17","-90,923.14"
收到其他与投资活动有关的现金,,,,,,,"8,270,793.42","3,334,197.09","3,334,197.09","4,544,197.09",,"36,488,262.74","285,579,769.74","564,056,216.74","544,900.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"511,600.00",,"128,461.73",,"1,000.00","1,000.00","8,271,774.00","3,356,197.09","3,366,197.09","4,649,197.09","199,452.11","36,629,614.51","286,866,392.73","567,051,093.71","769,013,913.53","80,941.67"
五、现金及现金等价物净增加额,"-33,702,349.67","-18,543,020.45","17,442,075.32","-38,200,172.52","180,790,437.60","174,191,451.04","21,993,971.24","-7,894,993.84","15,794,668.45","102,113,856.63","213,813,793.27","-140,624,518.53","-90,919,355.30","-132,358,934.44","-90,803,231.33","-58,943,308.06"
购建固定资产、无形资产和其他长期资产支付的现金,"62,046,647.20","105,423,595.19","49,077,084.82","8,133,899.44","11,361,053.66","18,103,280.22","21,350,332.94","5,869,320.73","12,526,019.44","21,792,938.60","46,518,433.25","11,862,965.13","43,086,223.55","59,716,072.42","75,137,706.35","39,872,063.80"
期初现金及现金等价物余额,"127,277,812.41","93,575,462.74","75,032,442.29","92,474,517.61","92,474,517.61","92,474,517.61","92,474,517.61","114,468,488.85","114,468,488.85","114,468,488.85","114,468,488.85","328,282,282.12","328,282,282.12","328,282,282.12","328,282,282.12","237,479,050.79"
投资支付的现金,,,,,,,"160,000,000.00",,,,"3,150,000.00",,,,"764,737,954.00",
期末现金及现金等价物余额,"93,575,462.74","75,032,442.29","92,474,517.61","54,274,345.09","273,264,955.21","266,665,968.65","114,468,488.85","106,573,495.01","130,263,157.30","216,582,345.48","328,282,282.12","187,657,763.59","237,362,926.82","195,923,347.68","237,479,050.79","178,535,742.73"
